"petition_number","cert_wrkrs_pet","partic_pet","partic_rate"
72130,127,49,0.385826771653543
72133,27,3,0.111111111111111
72134,238,77,0.323529411764706
72135,246,54,0.219512195121951
72138,65,42,0.646153846153846
72139,377,101,0.26790450928382
72143,35,6,0.171428571428571
72144,422,155,0.367298578199052
72147,63,17,0.26984126984127
72149,70,27,0.385714285714286
72150,300,90,0.3
72153,1200,54,0.045
72155,12,5,0.416666666666667
72156,187,72,0.385026737967914
72157,11,6,0.545454545454545
72158,36,7,0.194444444444444
72159,47,10,0.212765957446809
72160,24,3,0.125
72161,8,6,0.75
72163,140,73,0.521428571428571
72165,115,29,0.252173913043478
72167,20,127,1
72168,169,46,0.272189349112426
72169,17,6,0.352941176470588
72170,554,72,0.129963898916967
72171,231,202,0.874458874458874
72177,109,27,0.247706422018349
72178,26,5,0.192307692307692
72180,73,10,0.136986301369863
72182,51,12,0.235294117647059
72184,250,49,0.196
72186,85,13,0.152941176470588
72187,174,22,0.126436781609195
72189,35,11,0.314285714285714
72190,12,11,0.916666666666667
72192,551,238,0.431941923774955
72194,35,7,0.2
72195,120,9,0.075
72196,11,6,0.545454545454545
72198,52,11,0.211538461538462
72199,152,63,0.414473684210526
72201,176,63,0.357954545454545
72202,205,64,0.31219512195122
72204,268,33,0.123134328358209
72206,15,4,0.266666666666667
72207,88,16,0.181818181818182
72209,39,10,0.256410256410256
72210,146,6,0.0410958904109589
72211,205,25,0.121951219512195
72212,394,31,0.0786802030456853
72213,354,213,0.601694915254237
72214,7,3,0.428571428571429
72217,11,5,0.454545454545455
72221,80,14,0.175
72222,106,12,0.113207547169811
72223,37,23,0.621621621621622
72224,18,4,0.222222222222222
72227,46,4,0.0869565217391304
72228,8,4,0.5
72230,29,17,0.586206896551724
72231,83,35,0.421686746987952
72234,171,69,0.403508771929825
72235,85,12,0.141176470588235
72238,928,37,0.0398706896551724
72241,123,18,0.146341463414634
72242,21,5,0.238095238095238
72246,350,63,0.18
72250,272,106,0.389705882352941
72251,231,60,0.25974025974026
72252,17,5,0.294117647058824
72253,104,168,1
72256,42,21,0.5
72257,70,13,0.185714285714286
72259,211,24,0.113744075829384
72261,56,280,1
72265,168,6,0.0357142857142857
72266,7,4,0.571428571428571
72270,106,9,0.0849056603773585
72271,250,63,0.252
72272,47,12,0.25531914893617
72273,295,60,0.203389830508475
72276,145,110,0.758620689655172
72278,72,89,1
72279,149,27,0.181208053691275
72280,71,21,0.295774647887324
72282,112,28,0.25
72285,55,17,0.309090909090909
72286,40,31,0.775
72288,998,34,0.0340681362725451
72290,1500,51,0.034
72291,36,40,1
72292,20,7,0.35
72294,52,29,0.557692307692308
72295,61,4,0.0655737704918033
72296,41,13,0.317073170731707
72297,93,4,0.043010752688172
72298,67,3,0.0447761194029851
72300,65,15,0.230769230769231
72301,34,3,0.0882352941176471
72304,263,84,0.319391634980989
72305,16,4,0.25
72307,151,10,0.0662251655629139
72308,51,13,0.254901960784314
72309,34,7,0.205882352941176
72311,46,7,0.152173913043478
72313,10,16,1
72314,173,13,0.0751445086705202
72319,762,384,0.503937007874016
72324,60,145,1
72326,3,5,1
72329,52,4,0.0769230769230769
72331,88,6,0.0681818181818182
72333,37,43,1
72334,30,4,0.133333333333333
72336,76,20,0.263157894736842
72337,14,3,0.214285714285714
72340,42,16,0.380952380952381
72342,101,54,0.534653465346535
72343,30,14,0.466666666666667
72344,21,7,0.333333333333333
72348,142,80,0.563380281690141
72349,48,5,0.104166666666667
72353,19,3,0.157894736842105
72361,35,23,0.657142857142857
72362,13,5,0.384615384615385
72365,4,3,0.75
72366,60,14,0.233333333333333
72371,165,27,0.163636363636364
72373,104,7,0.0673076923076923
72374,55,3,0.0545454545454545
72375,57,45,0.789473684210526
72378,108,4,0.037037037037037
72379,250,93,0.372
72380,11,5,0.454545454545455
72381,30,5,0.166666666666667
72384,64,11,0.171875
72385,34,27,0.794117647058823
72386,22,12,0.545454545454545
72388,120,54,0.45
72390,57,3,0.0526315789473684
72391,6,3,0.5
72392,158,17,0.107594936708861
72393,70,5,0.0714285714285714
72394,116,114,0.982758620689655
72395,369,54,0.146341463414634
72397,202,203,1
72398,164,5,0.0304878048780488
72402,240,134,0.558333333333333
72403,28,16,0.571428571428571
72405,36,5,0.138888888888889
72407,30,4,0.133333333333333
72408,30,13,0.433333333333333
72411,424,83,0.195754716981132
72412,125,54,0.432
72414,138,32,0.231884057971014
72416,23,3,0.130434782608696
72419,95,44,0.463157894736842
72421,25,25,1
72422,12,3,0.25
72424,65,3,0.0461538461538462
72425,42,9,0.214285714285714
72426,8,4,0.5
72428,37,12,0.324324324324324
72429,47,4,0.0851063829787234
72430,108,24,0.222222222222222
72431,34,3,0.0882352941176471
72435,151,15,0.0993377483443709
72436,36,3,0.0833333333333333
72443,15,7,0.466666666666667
72444,46,5,0.108695652173913
72445,6,3,0.5
72448,80,34,0.425
72449,15,4,0.266666666666667
72450,55,9,0.163636363636364
72452,16,7,0.4375
72453,71,10,0.140845070422535
72454,104,18,0.173076923076923
72456,82,9,0.109756097560976
72462,300,85,0.283333333333333
72464,18,4,0.222222222222222
72465,150,44,0.293333333333333
72467,36,7,0.194444444444444
72468,186,44,0.236559139784946
72469,27,4,0.148148148148148
72472,231,25,0.108225108225108
72473,68,90,1
72474,45,9,0.2
72478,78,7,0.0897435897435897
72480,5,8,1
72483,57,43,0.754385964912281
72484,66,14,0.212121212121212
72485,20,12,0.6
72487,8,10,1
72489,26,15,0.576923076923077
72490,307,114,0.371335504885993
72491,242,13,0.0537190082644628
72495,38,35,0.921052631578947
72496,86,15,0.174418604651163
72497,330,17,0.0515151515151515
72498,13,6,0.461538461538462
72500,232,60,0.258620689655172
72502,35,9,0.257142857142857
72504,325,112,0.344615384615385
72506,21,7,0.333333333333333
72509,90,17,0.188888888888889
72512,13,9,0.692307692307692
72516,40,6,0.15
72517,25,33,1
72518,103,28,0.271844660194175
72519,820,254,0.309756097560976
72520,93,32,0.344086021505376
72524,53,30,0.566037735849057
72529,197,31,0.157360406091371
72530,37,25,0.675675675675676
72531,232,68,0.293103448275862
72534,143,37,0.258741258741259
72538,121,34,0.28099173553719
72540,88,39,0.443181818181818
72543,78,54,0.692307692307692
72544,756,274,0.362433862433862
72548,370,135,0.364864864864865
72550,75,14,0.186666666666667
72553,410,28,0.0682926829268293
72555,12,15,1
72563,133,17,0.12781954887218
72564,30,7,0.233333333333333
72565,132,18,0.136363636363636
72566,19,5,0.263157894736842
72570,54,9,0.166666666666667
72572,737,27,0.0366350067842605
72574,18,8,0.444444444444444
72575,856,440,0.514018691588785
72581,461,78,0.169197396963124
72582,995,106,0.106532663316583
72584,268,11,0.041044776119403
72585,1300,882,0.678461538461538
72586,102,10,0.0980392156862745
72589,56,30,0.535714285714286
72590,86,42,0.488372093023256
72593,128,11,0.0859375
72594,125,78,0.624
72595,16,3,0.1875
72596,48,30,0.625
72597,397,67,0.168765743073048
72599,23,11,0.478260869565217
72600,192,16,0.0833333333333333
72609,99,4,0.0404040404040404
72610,46,36,0.782608695652174
72611,369,43,0.116531165311653
72615,33,9,0.272727272727273
72618,40,8,0.2
72622,27,4,0.148148148148148
72623,170,21,0.123529411764706
72624,39,21,0.538461538461538
72625,40,6,0.15
72626,100,17,0.17
72628,11,39,1
72631,20,4,0.2
72632,350,106,0.302857142857143
72635,32,4,0.125
72636,48,9,0.1875
72638,263,205,0.779467680608365
72639,158,19,0.120253164556962
72640,45,6,0.133333333333333
72643,291,8,0.0274914089347079
72648,30,5,0.166666666666667
72649,168,67,0.398809523809524
72650,30,6,0.2
72651,6,3,0.5
72654,52,52,1
72655,92,21,0.228260869565217
72657,253,99,0.391304347826087
72658,80,5,0.0625
72659,200,84,0.42
72660,15,9,0.6
72662,48,17,0.354166666666667
72664,60,4,0.0666666666666667
72668,112,31,0.276785714285714
72670,186,12,0.0645161290322581
72671,40,13,0.325
72672,248,32,0.129032258064516
72674,184,70,0.380434782608696
72681,135,11,0.0814814814814815
72683,82,21,0.25609756097561
72686,32,11,0.34375
72688,50,4,0.08
72689,6,3,0.5
72691,247,32,0.129554655870445
72692,69,9,0.130434782608696
72696,13,4,0.307692307692308
72700,50,7,0.14
72702,225,144,0.64
72704,1707,9,0.00527240773286467
72706,67,36,0.537313432835821
72707,61,9,0.147540983606557
72708,43,7,0.162790697674419
72711,43,8,0.186046511627907
72712,71,35,0.492957746478873
72715,23,8,0.347826086956522
72717,13,3,0.230769230769231
72718,117,191,1
72721,154,177,1
72723,229,42,0.183406113537118
72730,14,7,0.5
72731,26,11,0.423076923076923
72732,70,3,0.0428571428571429
72734,168,13,0.0773809523809524
72735,105,27,0.257142857142857
72736,778,195,0.250642673521851
72739,81,3,0.037037037037037
72740,24,18,0.75
72742,10,62,1
72743,192,17,0.0885416666666667
72745,15,9,0.6
72746,58,30,0.517241379310345
72748,4742,3429,0.723112610712779
72751,170,42,0.247058823529412
72757,247,48,0.194331983805668
72759,108,12,0.111111111111111
72760,319,77,0.241379310344828
72761,17,3,0.176470588235294
72763,213,29,0.136150234741784
72764,1259,771,0.612390786338364
72768,32,7,0.21875
72769,63,20,0.317460317460317
72770,51,30,0.588235294117647
72772,22,27,1
72773,5,16,1
72774,7,4,0.571428571428571
72775,23,8,0.347826086956522
72777,130,97,0.746153846153846
72778,417,62,0.148681055155875
72781,515,61,0.118446601941748
72782,21,4,0.19047619047619
72784,71,5,0.0704225352112676
72785,106,35,0.330188679245283
72789,144,8,0.0555555555555556
72791,37,8,0.216216216216216
72798,22,3,0.136363636363636
72799,89,17,0.191011235955056
72800,215,64,0.297674418604651
72803,222,3,0.0135135135135135
72804,12,3,0.25
72805,488,51,0.104508196721311
72808,11,23,1
72811,70,8,0.114285714285714
72813,24,8,0.333333333333333
72815,441,86,0.195011337868481
72816,64,18,0.28125
72818,18,62,1
72819,34,12,0.352941176470588
72820,48,4,0.0833333333333333
72821,198,11,0.0555555555555556
72822,155,8,0.0516129032258065
72824,8,3,0.375
72826,30,5,0.166666666666667
72827,97,10,0.103092783505155
72830,53,3,0.0566037735849057
72834,38,6,0.157894736842105
72838,42,7,0.166666666666667
72839,69,4,0.0579710144927536
72841,23,4,0.173913043478261
72843,31,24,0.774193548387097
72846,89,7,0.0786516853932584
72847,150,15,0.1
72848,11,15,1
72849,3,3,1
72851,456,38,0.0833333333333333
72854,10,5,0.5
72855,435,198,0.455172413793103
72857,11,7,0.636363636363636
72858,20,5,0.25
72860,44,114,1
72861,250,535,1
72862,45,18,0.4
72863,180,7,0.0388888888888889
72865,320,38,0.11875
72866,42,4,0.0952380952380952
72867,37,11,0.297297297297297
72869,26,4,0.153846153846154
72870,284,44,0.154929577464789
72871,120,34,0.283333333333333
72873,243,125,0.51440329218107
72874,7,3,0.428571428571429
72876,78,13,0.166666666666667
72877,135,8,0.0592592592592593
72879,27,9,0.333333333333333
72880,248,142,0.57258064516129
72885,29,5,0.172413793103448
72886,26,3,0.115384615384615
72887,200,96,0.48
72888,1014,204,0.201183431952663
72889,62,3,0.0483870967741935
72892,54,37,0.685185185185185
72893,112,16,0.142857142857143
72898,193,49,0.253886010362694
72900,55,16,0.290909090909091
72904,282,181,0.641843971631206
72910,77,7,0.0909090909090909
72911,38,23,0.605263157894737
72912,229,47,0.205240174672489
72913,22,5,0.227272727272727
72914,221,24,0.108597285067873
72922,10,4,0.4
72923,67,123,1
72924,67,13,0.194029850746269
72929,1005,296,0.29452736318408
72931,15,3,0.2
72933,128,172,1
72934,149,80,0.536912751677852
72935,98,23,0.23469387755102
72936,8,3,0.375
72937,576,131,0.227430555555556
72938,157,69,0.439490445859873
72943,336,14,0.0416666666666667
72944,29,4,0.137931034482759
72946,5,5,1
72950,50,4,0.08
72951,25,3,0.12
72958,28,5,0.178571428571429
72961,111,3,0.027027027027027
72963,43,18,0.418604651162791
72964,42,25,0.595238095238095
72969,49,7,0.142857142857143
72972,154,9,0.0584415584415584
72977,203,33,0.16256157635468
72978,338,80,0.236686390532544
72979,82,11,0.134146341463415
72980,126,29,0.23015873015873
72981,156,12,0.0769230769230769
72987,69,11,0.159420289855072
72988,121,22,0.181818181818182
72989,45,14,0.311111111111111
72992,70,3,0.0428571428571429
72995,140,7,0.05
72998,125,54,0.432
73001,93,3,0.032258064516129
73002,220,27,0.122727272727273
73003,10,5,0.5
73007,29,4,0.137931034482759
73010,238,11,0.046218487394958
73011,28,3,0.107142857142857
73013,80,24,0.3
73014,3,19,1
73016,21,3,0.142857142857143
73017,406,341,0.839901477832512
73020,51,5,0.0980392156862745
73026,41,14,0.341463414634146
73028,48,4,0.0833333333333333
73032,46,12,0.260869565217391
73035,186,20,0.10752688172043
73036,90,18,0.2
73040,54,25,0.462962962962963
73042,8,6,0.75
73043,76,18,0.236842105263158
73046,12,4,0.333333333333333
73052,16,6,0.375
73054,205,19,0.0926829268292683
73056,85,29,0.341176470588235
73059,8,4,0.5
73062,9,11,1
73064,30,3,0.1
73065,365,42,0.115068493150685
73067,2,4,1
73069,35,43,1
73072,184,18,0.0978260869565217
73073,60,11,0.183333333333333
73075,186,26,0.139784946236559
73078,108,101,0.935185185185185
73079,41,18,0.439024390243902
73082,40,10,0.25
73087,19,24,1
73094,200,79,0.395
73095,740,147,0.198648648648649
73097,103,21,0.203883495145631
73098,37,6,0.162162162162162
73102,305,164,0.537704918032787
73105,138,13,0.0942028985507246
73106,16,5,0.3125
73111,160,14,0.0875
73112,161,15,0.093167701863354
73118,63,7,0.111111111111111
73120,47,6,0.127659574468085
73121,121,84,0.694214876033058
73123,202,78,0.386138613861386
73124,5,4,0.8
73125,79,19,0.240506329113924
73126,629,13,0.0206677265500795
73127,108,23,0.212962962962963
73128,73,19,0.26027397260274
73133,331,100,0.302114803625378
73135,20,16,0.8
73138,29,8,0.275862068965517
73144,28,18,0.642857142857143
73146,3,6,1
73149,78,20,0.256410256410256
73153,104,50,0.480769230769231
73155,90,64,0.711111111111111
73156,105,9,0.0857142857142857
73158,78,6,0.0769230769230769
73159,12,11,0.916666666666667
73164,731,72,0.0984952120383037
73166,55,6,0.109090909090909
73167,73,3,0.0410958904109589
73170,41,5,0.121951219512195
73173,96,24,0.25
73174,59,26,0.440677966101695
73183,122,16,0.131147540983607
73184,61,44,0.721311475409836
73187,42,12,0.285714285714286
73189,143,48,0.335664335664336
73191,19,6,0.315789473684211
73193,45,25,0.555555555555556
73194,190,49,0.257894736842105
73196,12,5,0.416666666666667
73197,67,5,0.0746268656716418
73198,350,165,0.471428571428571
73202,123,10,0.0813008130081301
73203,93,10,0.10752688172043
73206,202,73,0.361386138613861
73210,148,8,0.0540540540540541
73211,29,15,0.517241379310345
73213,387,28,0.0723514211886305
73214,50,4,0.08
73215,51,26,0.509803921568627
73216,23,7,0.304347826086957
73218,40,12,0.3
73220,75,13,0.173333333333333
73221,145,10,0.0689655172413793
73229,47,5,0.106382978723404
73230,128,23,0.1796875
73233,104,35,0.336538461538462
73236,22,8,0.363636363636364
73238,6,5,0.833333333333333
73239,120,4,0.0333333333333333
73242,5,3,0.6
73243,18,39,1
73244,204,74,0.362745098039216
73245,7,19,1
73246,32,7,0.21875
73248,78,11,0.141025641025641
73249,1500,173,0.115333333333333
73251,125,18,0.144
73252,76,58,0.763157894736842
73253,387,28,0.0723514211886305
73256,200,34,0.17
73257,166,25,0.150602409638554
73261,96,14,0.145833333333333
73262,65,5,0.0769230769230769
73263,32,4,0.125
73264,200,87,0.435
73268,95,16,0.168421052631579
73272,21,4,0.19047619047619
73274,43,5,0.116279069767442
73277,62,5,0.0806451612903226
73280,20,4,0.2
73281,84,24,0.285714285714286
73288,44,3,0.0681818181818182
73289,60,14,0.233333333333333
73290,95,8,0.0842105263157895
73292,27,3,0.111111111111111
73293,1146,289,0.2521815008726
73294,9,3,0.333333333333333
73295,10,5,0.5
73297,90,23,0.255555555555556
73299,30,28,0.933333333333333
73303,686,244,0.355685131195335
73307,27,10,0.37037037037037
73308,88,5,0.0568181818181818
73309,74,42,0.567567567567568
73310,80,41,0.5125
73312,176,52,0.295454545454545
73314,730,6,0.00821917808219178
73315,12,4,0.333333333333333
73316,19,3,0.157894736842105
73317,10,9,0.9
73321,32,25,0.78125
73324,104,3,0.0288461538461538
73325,211,57,0.270142180094787
73327,15,4,0.266666666666667
73330,108,68,0.62962962962963
73331,240,8,0.0333333333333333
73333,425,130,0.305882352941176
73336,360,164,0.455555555555556
73338,259,109,0.420849420849421
73339,135,74,0.548148148148148
73341,147,12,0.0816326530612245
73342,33,10,0.303030303030303
73343,126,7,0.0555555555555556
73344,67,4,0.0597014925373134
73345,70,3,0.0428571428571429
73352,5,3,0.6
73354,356,41,0.115168539325843
73355,71,3,0.0422535211267606
73357,100,214,1
73358,196,18,0.0918367346938776
73359,29,19,0.655172413793103
73360,53,9,0.169811320754717
73362,84,15,0.178571428571429
73366,137,37,0.27007299270073
73370,163,32,0.196319018404908
73371,5,3,0.6
73373,47,16,0.340425531914894
73375,79,30,0.379746835443038
73378,4,4,1
73379,210,49,0.233333333333333
73380,26,4,0.153846153846154
73381,86,7,0.0813953488372093
73382,18,10,0.555555555555556
73385,46,5,0.108695652173913
73390,101,5,0.0495049504950495
73391,43,4,0.0930232558139535
73392,40,4,0.1
73394,18,11,0.611111111111111
73396,100,31,0.31
73397,56,31,0.553571428571429
73398,40,5,0.125
73400,199,53,0.266331658291457
73403,35,3,0.0857142857142857
73405,62,5,0.0806451612903226
73409,149,72,0.483221476510067
73411,140,30,0.214285714285714
73412,66,89,1
73414,111,9,0.0810810810810811
73417,99,29,0.292929292929293
73418,24,5,0.208333333333333
73420,388,39,0.100515463917526
73425,8,3,0.375
73426,10,3,0.3
73427,45,22,0.488888888888889
73428,114,13,0.114035087719298
73429,193,68,0.352331606217617
73431,111,59,0.531531531531532
73432,100,33,0.33
73434,17,3,0.176470588235294
73437,37,9,0.243243243243243
73441,346,419,1
73443,34,3,0.0882352941176471
73444,24,3,0.125
73445,55,15,0.272727272727273
73446,38,29,0.763157894736842
73447,15,4,0.266666666666667
73448,56,166,1
73450,48,4,0.0833333333333333
73453,144,32,0.222222222222222
73455,50,10,0.2
73459,51,3,0.0588235294117647
73460,113,9,0.079646017699115
73461,149,23,0.154362416107383
73465,129,53,0.410852713178295
73466,212,83,0.391509433962264
73468,220,82,0.372727272727273
73470,346,27,0.0780346820809249
73476,61,4,0.0655737704918033
73477,73,13,0.178082191780822
73480,36,9,0.25
73481,760,129,0.169736842105263
73484,13,3,0.230769230769231
73488,20,4,0.2
73489,81,30,0.37037037037037
73490,147,47,0.319727891156463
73491,97,5,0.0515463917525773
73493,308,58,0.188311688311688
73494,50,5,0.1
73495,18,3,0.166666666666667
73497,57,164,1
73500,56,32,0.571428571428571
73506,40,3,0.075
73507,255,14,0.0549019607843137
73509,23,7,0.304347826086957
73513,194,89,0.458762886597938
73515,191,32,0.167539267015707
73516,24,3,0.125
73518,10,3,0.3
73519,22,6,0.272727272727273
73520,157,56,0.356687898089172
73524,130,6,0.0461538461538462
73525,36,9,0.25
73532,93,80,0.860215053763441
73533,54,31,0.574074074074074
73534,31,8,0.258064516129032
73535,20,7,0.35
73538,251,13,0.051792828685259
73539,189,77,0.407407407407407
73541,68,9,0.132352941176471
73542,370,38,0.102702702702703
73543,130,98,0.753846153846154
73545,250,25,0.1
73546,170,66,0.388235294117647
73549,29,3,0.103448275862069
73552,225,90,0.4
73553,12,6,0.5
73555,38,11,0.289473684210526
73556,82,39,0.475609756097561
73558,40,38,0.95
73562,255,75,0.294117647058824
73563,13,8,0.615384615384615
73564,16,5,0.3125
73568,40,7,0.175
73573,27,5,0.185185185185185
73574,138,160,1
73575,50,5,0.1
73577,10,6,0.6
73581,566,26,0.0459363957597173
73582,48,4,0.0833333333333333
73583,7,4,0.571428571428571
73584,188,9,0.0478723404255319
73585,15,20,1
73586,93,13,0.139784946236559
73587,204,6,0.0294117647058824
73590,15,18,1
73591,1221,39,0.0319410319410319
73592,74,5,0.0675675675675676
73593,37,22,0.594594594594595
73594,24,4,0.166666666666667
73595,138,18,0.130434782608696
73596,133,68,0.511278195488722
73603,41,9,0.219512195121951
73604,21,8,0.380952380952381
73605,21,9,0.428571428571429
73609,68,4,0.0588235294117647
73612,3,3,1
73614,100,20,0.2
73616,116,7,0.0603448275862069
73618,81,8,0.0987654320987654
73620,107,25,0.233644859813084
73621,338,316,0.93491124260355
73622,50,3,0.06
73623,8,5,0.625
73627,106,29,0.273584905660377
73632,44,4,0.0909090909090909
73635,99,5,0.0505050505050505
73637,50,6,0.12
73638,25,12,0.48
73639,7,4,0.571428571428571
73640,27,8,0.296296296296296
73641,52,87,1
73642,855,200,0.233918128654971
73644,500,215,0.43
73646,60,13,0.216666666666667
73652,137,20,0.145985401459854
73656,45,28,0.622222222222222
73657,79,9,0.113924050632911
73663,28,13,0.464285714285714
73664,276,91,0.329710144927536
73666,75,36,0.48
73668,53,8,0.150943396226415
73670,58,37,0.637931034482759
73676,359,35,0.0974930362116992
73679,24,7,0.291666666666667
73681,107,49,0.457943925233645
73682,64,32,0.5
73689,266,25,0.093984962406015
73690,53,6,0.113207547169811
73695,100,15,0.15
73698,22,25,1
73700,213,56,0.262910798122066
73701,550,134,0.243636363636364
73703,119,12,0.100840336134454
73704,38,14,0.368421052631579
73706,28,17,0.607142857142857
73709,20,19,0.95
73711,66,10,0.151515151515152
73712,47,40,0.851063829787234
73719,10,3,0.3
73725,158,11,0.069620253164557
73726,48,6,0.125
73734,14,6,0.428571428571429
73740,53,34,0.641509433962264
73742,182,112,0.615384615384615
73745,17,5,0.294117647058824
73746,19,11,0.578947368421053
73754,9,16,1
73757,20,96,1
73758,73,7,0.0958904109589041
73760,215,54,0.251162790697674
73762,24,41,1
73765,7,6,0.857142857142857
73767,60,5,0.0833333333333333
73771,1861,159,0.0854379365932294
73774,32,10,0.3125
73775,42,6,0.142857142857143
73781,24,5,0.208333333333333
73782,350,24,0.0685714285714286
73790,143,33,0.230769230769231
73791,12,4,0.333333333333333
73792,35,30,0.857142857142857
73793,47,17,0.361702127659574
73794,21,4,0.19047619047619
73795,25,3,0.12
73797,29,3,0.103448275862069
73798,176,85,0.482954545454545
73800,10,3,0.3
73802,40,4,0.1
73805,63,4,0.0634920634920635
73806,100,8,0.08
73810,15,6,0.4
73813,47,106,1
73814,146,11,0.0753424657534247
73817,34,6,0.176470588235294
73821,56,18,0.321428571428571
73822,144,42,0.291666666666667
73824,274,200,0.72992700729927
73828,84,14,0.166666666666667
73832,5,3,0.6
73833,131,70,0.534351145038168
73836,219,134,0.611872146118721
73843,115,179,1
73845,48,3,0.0625
73847,15,6,0.4
73849,24,6,0.25
73854,91,23,0.252747252747253
73857,310,94,0.303225806451613
73860,4,4,1
73861,56,3,0.0535714285714286
73862,48,15,0.3125
73872,71,8,0.112676056338028
73873,168,25,0.148809523809524
73875,73,11,0.150684931506849
73880,23,3,0.130434782608696
73881,147,74,0.503401360544218
73883,14,6,0.428571428571429
73885,172,118,0.686046511627907
73887,36,17,0.472222222222222
73888,126,28,0.222222222222222
73889,360,126,0.35
73892,225,38,0.168888888888889
73900,72,4,0.0555555555555556
73903,236,131,0.555084745762712
73904,185,181,0.978378378378378
73906,152,25,0.164473684210526
73907,127,41,0.322834645669291
73909,28,13,0.464285714285714
73910,185,5,0.027027027027027
73912,22,8,0.363636363636364
73913,31,16,0.516129032258065
73915,55,19,0.345454545454545
73916,5,3,0.6
73923,118,7,0.0593220338983051
73924,707,4,0.00565770862800566
73926,241,4,0.016597510373444
73928,35,3,0.0857142857142857
73931,24,11,0.458333333333333
73932,37,3,0.0810810810810811
73933,126,10,0.0793650793650794
73934,317,25,0.0788643533123028
73935,170,6,0.0352941176470588
73936,125,74,0.592
73938,61,3,0.0491803278688525
73945,112,7,0.0625
73946,115,29,0.252173913043478
73947,13,6,0.461538461538462
73949,380,143,0.376315789473684
73952,127,13,0.102362204724409
73954,139,3,0.0215827338129496
73956,14,10,0.714285714285714
73957,310,91,0.293548387096774
73958,200,3,0.015
73960,12,3,0.25
73962,158,42,0.265822784810127
73966,50,9,0.18
73967,16,15,0.9375
73969,49,30,0.612244897959184
73970,30,9,0.3
73971,17,3,0.176470588235294
73975,18,9,0.5
73976,17,3,0.176470588235294
73980,368,137,0.372282608695652
73981,375,118,0.314666666666667
73982,126,26,0.206349206349206
73984,38,26,0.684210526315789
73987,79,12,0.151898734177215
73988,6,3,0.5
73991,96,10,0.104166666666667
73992,436,104,0.238532110091743
73993,50,12,0.24
73994,75,12,0.16
73996,109,84,0.770642201834862
73999,49,9,0.183673469387755
74001,250,29,0.116
74003,20,3,0.15
74006,47,33,0.702127659574468
74008,28,20,0.714285714285714
74010,43,27,0.627906976744186
74013,67,29,0.432835820895522
74014,30,20,0.666666666666667
74017,59,22,0.372881355932203
74018,250,56,0.224
74019,76,4,0.0526315789473684
74020,24,4,0.166666666666667
74022,10,6,0.6
74023,17,10,0.588235294117647
74025,8,3,0.375
74026,58,17,0.293103448275862
74027,7,3,0.428571428571429
74028,5,4,0.8
74033,51,38,0.745098039215686
74038,140,31,0.221428571428571
74039,41,5,0.121951219512195
74041,93,9,0.0967741935483871
74042,52,34,0.653846153846154
74050,121,13,0.107438016528926
74051,26,7,0.269230769230769
74053,20,7,0.35
74054,26,35,1
74055,12,5,0.416666666666667
74058,9,6,0.666666666666667
74060,94,23,0.24468085106383
74063,180,22,0.122222222222222
74064,140,28,0.2
74065,76,35,0.460526315789474
74068,180,69,0.383333333333333
74069,101,27,0.267326732673267
74071,72,22,0.305555555555556
74072,3,3,1
74075,57,15,0.263157894736842
74077,8,3,0.375
74078,39,9,0.230769230769231
74080,65,29,0.446153846153846
74082,172,12,0.0697674418604651
74085,17,43,1
74086,332,117,0.352409638554217
74088,10,6,0.6
74091,20,5,0.25
74105,18,7,0.388888888888889
74109,85,24,0.282352941176471
74110,262,89,0.33969465648855
74111,567,116,0.204585537918871
74112,18,7,0.388888888888889
74117,120,36,0.3
74121,38,7,0.184210526315789
74123,140,55,0.392857142857143
74124,36,4,0.111111111111111
74126,71,15,0.211267605633803
74131,187,31,0.165775401069519
74133,68,13,0.191176470588235
74134,91,14,0.153846153846154
74138,61,20,0.327868852459016
74140,6,4,0.666666666666667
74141,106,10,0.0943396226415094
74142,50,10,0.2
74144,345,21,0.0608695652173913
74146,14,3,0.214285714285714
74148,304,47,0.154605263157895
74150,112,6,0.0535714285714286
74155,32,12,0.375
74156,83,29,0.349397590361446
74159,955,19,0.0198952879581152
74161,90,26,0.288888888888889
74164,6,15,1
74169,59,6,0.101694915254237
74170,242,61,0.252066115702479
74171,76,37,0.486842105263158
74172,40,4,0.1
74174,200,3,0.015
74175,610,141,0.231147540983607
74176,125,4,0.032
74178,21,9,0.428571428571429
74179,35,11,0.314285714285714
74180,77,6,0.0779220779220779
74181,83,13,0.156626506024096
74183,68,4,0.0588235294117647
74185,13,82,1
74187,225,3,0.0133333333333333
74189,249,4,0.0160642570281124
74195,60,8,0.133333333333333
74197,34,18,0.529411764705882
74202,100,10,0.1
74203,141,8,0.0567375886524823
74204,65,19,0.292307692307692
74205,12,4,0.333333333333333
74206,184,20,0.108695652173913
74209,183,53,0.289617486338798
74211,5,6,1
74215,52,14,0.269230769230769
74218,33,16,0.484848484848485
74219,450,80,0.177777777777778
74222,41,17,0.414634146341463
74227,899,24,0.0266963292547275
74237,92,42,0.456521739130435
74238,648,68,0.104938271604938
74239,15,8,0.533333333333333
74240,122,7,0.0573770491803279
74242,42,33,0.785714285714286
74243,14,5,0.357142857142857
74247,12,10,0.833333333333333
74250,16,3,0.1875
74252,28,6,0.214285714285714
74255,103,65,0.631067961165049
74257,2207,32,0.0144993203443589
74258,34,8,0.235294117647059
74259,240,23,0.0958333333333333
