"petition_number","cert_wrkrs_pet","partic_pet","partic_rate"
70297,67,58,0.865671641791045
70298,110,11,0.1
70299,198,22,0.111111111111111
70300,115,32,0.278260869565217
70301,158,53,0.335443037974684
70304,423,76,0.179669030732861
70306,370,227,0.613513513513513
70307,174,27,0.155172413793103
70308,234,46,0.196581196581197
70310,132,7,0.053030303030303
70311,50,9,0.18
70312,25,9,0.36
70313,161,73,0.453416149068323
70315,59,29,0.491525423728814
70316,215,123,0.572093023255814
70317,155,16,0.103225806451613
70318,9,3,0.333333333333333
70319,24,21,0.875
70320,229,49,0.213973799126638
70324,1854,96,0.0517799352750809
70325,250,72,0.288
70327,213,85,0.39906103286385
70329,250,10,0.04
70335,47,4,0.0851063829787234
70338,26,11,0.423076923076923
70339,219,53,0.242009132420091
70340,12,3,0.25
70341,114,65,0.570175438596491
70342,36,15,0.416666666666667
70345,25,4,0.16
70347,14,6,0.428571428571429
70348,29,12,0.413793103448276
70351,497,152,0.305835010060362
70357,59,25,0.423728813559322
70360,142,51,0.359154929577465
70361,76,10,0.131578947368421
70362,32,3,0.09375
70363,48,21,0.4375
70370,202,46,0.227722772277228
70372,200,78,0.39
70373,76,37,0.486842105263158
70374,95,23,0.242105263157895
70376,32,24,0.75
70377,97,14,0.144329896907216
70378,18,4,0.222222222222222
70379,72,8,0.111111111111111
70380,64,25,0.390625
70381,54,12,0.222222222222222
70382,6,3,0.5
70383,91,16,0.175824175824176
70384,60,6,0.1
70385,29,20,0.689655172413793
70386,87,7,0.0804597701149425
70388,75,37,0.493333333333333
70392,1125,13,0.0115555555555556
70393,7,3,0.428571428571429
70397,40,9,0.225
70398,434,271,0.624423963133641
70401,30,12,0.4
70405,247,105,0.425101214574899
70406,79,19,0.240506329113924
70407,290,140,0.482758620689655
70409,176,92,0.522727272727273
70410,399,165,0.413533834586466
70412,147,66,0.448979591836735
70414,489,258,0.52760736196319
70417,53,12,0.226415094339623
70419,254,25,0.0984251968503937
70420,44,18,0.409090909090909
70423,40,7,0.175
70425,63,7,0.111111111111111
70426,79,6,0.0759493670886076
70427,43,37,0.86046511627907
70428,25,8,0.32
70429,12,6,0.5
70431,74,6,0.0810810810810811
70432,10,4,0.4
70433,97,44,0.45360824742268
70434,312,48,0.153846153846154
70435,22,14,0.636363636363636
70436,251,87,0.346613545816733
70437,55,21,0.381818181818182
70438,359,30,0.0835654596100279
70440,66,36,0.545454545454545
70443,4,8,1
70445,5,4,0.8
70446,97,21,0.216494845360825
70447,80,19,0.2375
70448,504,76,0.150793650793651
70449,121,10,0.0826446280991736
70450,130,56,0.430769230769231
70451,35,56,1
70452,101,55,0.544554455445545
70453,234,54,0.230769230769231
70455,85,20,0.235294117647059
70457,222,29,0.130630630630631
70459,418,64,0.15311004784689
70460,967,438,0.452947259565667
70462,98,24,0.244897959183673
70463,598,108,0.180602006688963
70464,18,41,1
70465,23,7,0.304347826086957
70467,28,18,0.642857142857143
70468,21,13,0.619047619047619
70470,23,4,0.173913043478261
70471,58,16,0.275862068965517
70472,501,20,0.0399201596806387
70473,473,8,0.0169133192389006
70474,41,14,0.341463414634146
70475,335,110,0.328358208955224
70477,62,11,0.17741935483871
70478,112,7,0.0625
70479,40,9,0.225
70481,170,52,0.305882352941176
70484,20,4,0.2
70486,51,10,0.196078431372549
70488,135,10,0.0740740740740741
70489,257,89,0.346303501945525
70490,441,24,0.054421768707483
70492,136,18,0.132352941176471
70494,625,206,0.3296
70496,9,10,1
70497,15,5,0.333333333333333
70498,120,28,0.233333333333333
70500,451,191,0.42350332594235
70504,96,111,1
70505,379,105,0.277044854881267
70506,12,6,0.5
70507,146,100,0.684931506849315
70508,89,10,0.112359550561798
70509,21,7,0.333333333333333
70510,34,9,0.264705882352941
70511,53,24,0.452830188679245
70515,70,50,0.714285714285714
70517,127,28,0.220472440944882
70518,234,39,0.166666666666667
70520,3200,827,0.2584375
70521,37,31,0.837837837837838
70522,300,146,0.486666666666667
70525,110,3,0.0272727272727273
70526,37,17,0.459459459459459
70527,101,14,0.138613861386139
70528,295,5,0.0169491525423729
70530,47,8,0.170212765957447
70531,139,7,0.0503597122302158
70533,50,19,0.38
70534,90,13,0.144444444444444
70536,243,35,0.1440329218107
70538,20,12,0.6
70539,207,31,0.14975845410628
70542,61,31,0.508196721311475
70544,181,19,0.104972375690608
70545,164,59,0.359756097560976
70546,5,5,1
70547,4,4,1
70550,24,3,0.125
70551,452,10,0.0221238938053097
70554,26,5,0.192307692307692
70555,32,13,0.40625
70556,250,69,0.276
70558,69,13,0.188405797101449
70561,43,3,0.0697674418604651
70563,29,13,0.448275862068966
70564,5,19,1
70565,45,55,1
70566,32,3,0.09375
70567,44,21,0.477272727272727
70568,212,46,0.216981132075472
70569,151,19,0.125827814569536
70570,256,35,0.13671875
70572,385,11,0.0285714285714286
70574,78,31,0.397435897435897
70575,1000,199,0.199
70576,12,4,0.333333333333333
70579,179,56,0.312849162011173
70581,38,3,0.0789473684210526
70582,179,62,0.346368715083799
70586,24,5,0.208333333333333
70587,50,105,1
70588,299,121,0.404682274247492
70589,14,5,0.357142857142857
70590,67,12,0.17910447761194
70592,333,165,0.495495495495495
70593,285,104,0.364912280701754
70594,43,5,0.116279069767442
70595,315,209,0.663492063492063
70596,50,32,0.64
70597,171,96,0.56140350877193
70598,42,8,0.19047619047619
70600,115,10,0.0869565217391304
70603,71,84,1
70607,100,21,0.21
70609,8,3,0.375
70610,90,53,0.588888888888889
70611,302,14,0.0463576158940397
70612,107,71,0.663551401869159
70613,694,90,0.129682997118156
70616,200,40,0.2
70617,200,27,0.135
70619,67,17,0.253731343283582
70621,35,94,1
70623,1423,241,0.169360505973296
70624,100,35,0.35
70626,95,29,0.305263157894737
70627,190,40,0.210526315789474
70628,61,3,0.0491803278688525
70630,113,58,0.513274336283186
70634,12,3,0.25
70636,20,3,0.15
70637,50,23,0.46
70640,224,56,0.25
70645,113,20,0.176991150442478
70647,109,26,0.238532110091743
70650,200,17,0.085
70652,564,142,0.25177304964539
70655,69,11,0.159420289855072
70658,28,34,1
70659,11,9,0.818181818181818
70666,105,50,0.476190476190476
70668,54,10,0.185185185185185
70669,278,68,0.244604316546763
70670,46,5,0.108695652173913
70671,203,59,0.29064039408867
70672,847,50,0.0590318772136954
70674,15,8,0.533333333333333
70675,716,117,0.16340782122905
70676,36,5,0.138888888888889
70677,173,4,0.023121387283237
70679,87,10,0.114942528735632
70680,109,26,0.238532110091743
70681,44,14,0.318181818181818
70682,14,9,0.642857142857143
70683,137,10,0.072992700729927
70684,140,53,0.378571428571429
70686,10,5,0.5
70687,20,3,0.15
70689,21,5,0.238095238095238
70690,82,16,0.195121951219512
70691,36,5,0.138888888888889
70694,20,11,0.55
70696,15,12,0.8
70697,31,3,0.0967741935483871
70698,32,13,0.40625
70703,64,68,1
70704,45,70,1
70707,121,25,0.206611570247934
70710,22,10,0.454545454545455
70711,28,3,0.107142857142857
70712,34,3,0.0882352941176471
70714,62,39,0.629032258064516
70716,45,18,0.4
70717,43,8,0.186046511627907
70720,32,11,0.34375
70722,177,23,0.129943502824859
70723,81,45,0.555555555555556
70724,117,23,0.196581196581197
70725,33,10,0.303030303030303
70728,56,13,0.232142857142857
70729,104,63,0.605769230769231
70734,371,33,0.0889487870619946
70735,23,27,1
70737,204,17,0.0833333333333333
70738,49,35,0.714285714285714
70740,600,73,0.121666666666667
70742,40,3,0.075
70744,245,120,0.489795918367347
70748,40,5,0.125
70750,11,6,0.545454545454545
70752,256,51,0.19921875
70753,166,77,0.463855421686747
70756,23,4,0.173913043478261
70758,75,7,0.0933333333333333
70761,24,16,0.666666666666667
70763,10,5,0.5
70764,170,5,0.0294117647058824
70765,135,23,0.17037037037037
70766,63,79,1
70767,42,270,1
70768,6,3,0.5
70775,33,11,0.333333333333333
70776,219,132,0.602739726027397
70777,80,7,0.0875
70779,520,178,0.342307692307692
70780,102,14,0.137254901960784
70781,76,26,0.342105263157895
70782,23,5,0.217391304347826
70784,315,349,1
70788,169,21,0.124260355029586
70789,599,59,0.0984974958263773
70791,121,37,0.305785123966942
70794,54,4,0.0740740740740741
70795,83,4,0.0481927710843374
70796,23,5,0.217391304347826
70797,43,4,0.0930232558139535
70798,15,6,0.4
70805,480,66,0.1375
70806,600,170,0.283333333333333
70807,73,112,1
70808,103,28,0.271844660194175
70810,9,11,1
70811,169,74,0.437869822485207
70812,156,39,0.25
70813,236,119,0.504237288135593
70814,53,91,1
70820,68,18,0.264705882352941
70821,23,25,1
70823,136,61,0.448529411764706
70825,7,5,0.714285714285714
70826,26,12,0.461538461538462
70827,96,29,0.302083333333333
70832,12,3,0.25
70833,14,3,0.214285714285714
70834,52,9,0.173076923076923
70836,16,5,0.3125
70837,130,31,0.238461538461538
70838,231,35,0.151515151515152
70839,244,93,0.381147540983607
70841,18,9,0.5
70842,50,13,0.26
70848,147,24,0.163265306122449
70849,12,9,0.75
70850,261,66,0.252873563218391
70851,68,8,0.117647058823529
70852,103,20,0.194174757281553
70854,188,50,0.265957446808511
70857,175,40,0.228571428571429
70859,8,3,0.375
70865,15,8,0.533333333333333
70867,27,28,1
70870,38,10,0.263157894736842
70873,74,19,0.256756756756757
70879,233,40,0.171673819742489
70880,37,19,0.513513513513513
70881,61,9,0.147540983606557
70882,73,97,1
70883,10,8,0.8
70885,23,6,0.260869565217391
70887,32,17,0.53125
70889,60,26,0.433333333333333
70891,20,9,0.45
70892,17,6,0.352941176470588
70897,30,21,0.7
70902,24,4,0.166666666666667
70903,1344,597,0.444196428571429
70907,9,37,1
70908,4,3,0.75
70909,14,6,0.428571428571429
70910,121,51,0.421487603305785
70911,23,15,0.652173913043478
70912,105,6,0.0571428571428571
70913,95,14,0.147368421052632
70914,382,211,0.552356020942408
70915,28,7,0.25
70916,80,3,0.0375
70918,130,4,0.0307692307692308
70919,45,7,0.155555555555556
70923,82,41,0.5
70924,53,34,0.641509433962264
70926,37,17,0.459459459459459
70927,64,16,0.25
70930,10,4,0.4
70931,143,13,0.0909090909090909
70934,154,22,0.142857142857143
70935,97,27,0.278350515463918
70936,16,4,0.25
70937,87,30,0.344827586206897
70939,22,7,0.318181818181818
70940,56,16,0.285714285714286
70945,53,14,0.264150943396226
70947,20,4,0.2
70948,1085,20,0.0184331797235023
70950,29,9,0.310344827586207
70954,13,9,0.692307692307692
70957,43,6,0.13953488372093
70959,101,36,0.356435643564356
70960,98,31,0.316326530612245
70961,61,38,0.622950819672131
70963,39,9,0.230769230769231
70964,101,11,0.108910891089109
70966,119,3,0.0252100840336134
70968,886,199,0.224604966139955
70969,45,11,0.244444444444444
70970,129,257,1
70971,20,4,0.2
70972,43,14,0.325581395348837
70974,34,15,0.441176470588235
70975,243,75,0.308641975308642
70978,213,24,0.112676056338028
70981,127,24,0.188976377952756
70984,374,130,0.347593582887701
70985,34,3,0.0882352941176471
70986,20,10,0.5
70988,196,38,0.193877551020408
70989,151,32,0.211920529801325
70993,220,104,0.472727272727273
70994,177,46,0.259887005649718
70995,3,6,1
70996,6,3,0.5
70999,60,14,0.233333333333333
71000,191,15,0.0785340314136126
71003,40,4,0.1
71004,160,101,0.63125
71008,28,4,0.142857142857143
71009,36,15,0.416666666666667
71010,43,5,0.116279069767442
71012,251,57,0.227091633466135
71013,48,12,0.25
71018,40,71,1
71020,9,29,1
71021,17,13,0.764705882352941
71022,65,64,0.984615384615385
71023,236,30,0.127118644067797
71026,11,3,0.272727272727273
71028,88,22,0.25
71030,20,4,0.2
71031,4,5,1
71032,32,100,1
71033,40,5,0.125
71035,90,16,0.177777777777778
71036,15,3,0.2
71037,156,33,0.211538461538462
71040,50,27,0.54
71043,2500,191,0.0764
71044,235,59,0.251063829787234
71045,36,9,0.25
71046,165,28,0.16969696969697
71047,6,4,0.666666666666667
71048,57,12,0.210526315789474
71049,19,13,0.684210526315789
71050,60,17,0.283333333333333
71053,28,20,0.714285714285714
71054,445,115,0.258426966292135
71055,49,11,0.224489795918367
71056,226,136,0.601769911504425
71058,242,9,0.0371900826446281
71059,28,4,0.142857142857143
71060,21,15,0.714285714285714
71061,21,16,0.761904761904762
71062,104,24,0.230769230769231
71064,67,33,0.492537313432836
71065,55,22,0.4
71067,120,76,0.633333333333333
71071,76,43,0.565789473684211
71072,24,3,0.125
71077,734,313,0.426430517711172
71078,110,8,0.0727272727272727
71079,38,22,0.578947368421053
71081,16,12,0.75
71082,150,133,0.886666666666667
71084,117,12,0.102564102564103
71085,40,7,0.175
71088,20,19,0.95
71090,10,5,0.5
71095,9,5,0.555555555555556
71101,67,37,0.552238805970149
71103,86,22,0.255813953488372
71106,15,22,1
71108,0,16,1
71111,312,10,0.032051282051282
71114,72,21,0.291666666666667
71116,252,58,0.23015873015873
71117,37,20,0.540540540540541
71118,43,19,0.441860465116279
71119,159,68,0.427672955974843
71120,52,7,0.134615384615385
71123,228,53,0.232456140350877
71125,39,10,0.256410256410256
71127,30,37,1
71129,25,5,0.2
71131,79,26,0.329113924050633
71132,1897,308,0.162361623616236
71134,27,3,0.111111111111111
71136,8,14,1
71137,51,18,0.352941176470588
71139,27,9,0.333333333333333
71140,346,272,0.786127167630058
71141,51,28,0.549019607843137
71143,17,4,0.235294117647059
71149,353,106,0.30028328611898
71152,347,359,1
71153,73,8,0.10958904109589
71155,42,19,0.452380952380952
71157,28,21,0.75
71158,300,6,0.02
71160,75,8,0.106666666666667
71161,38,9,0.236842105263158
71162,49,9,0.183673469387755
71164,176,47,0.267045454545455
71166,30,4,0.133333333333333
71167,39,12,0.307692307692308
71168,65,11,0.169230769230769
71169,8,3,0.375
71170,153,99,0.647058823529412
71171,110,8,0.0727272727272727
71172,38,98,1
71173,15,3,0.2
71174,2000,76,0.038
71175,45,14,0.311111111111111
71177,277,45,0.162454873646209
71179,17,3,0.176470588235294
71181,172,72,0.418604651162791
71182,10,5,0.5
71184,186,82,0.440860215053763
71185,105,40,0.380952380952381
71186,24,18,0.75
71187,20,7,0.35
71188,265,158,0.59622641509434
71189,55,9,0.163636363636364
71193,631,362,0.573692551505547
71194,340,41,0.120588235294118
71196,55,23,0.418181818181818
71199,243,126,0.518518518518518
71201,156,59,0.378205128205128
71202,224,210,0.9375
71203,40,6,0.15
71205,246,194,0.788617886178862
71206,101,41,0.405940594059406
71207,263,144,0.547528517110266
71208,355,167,0.470422535211268
71210,306,96,0.313725490196078
71211,122,11,0.0901639344262295
71212,61,26,0.426229508196721
71216,180,24,0.133333333333333
71217,34,14,0.411764705882353
71219,149,31,0.208053691275168
71221,16,13,0.8125
71222,97,24,0.247422680412371
71224,73,43,0.589041095890411
71225,136,24,0.176470588235294
71226,180,76,0.422222222222222
71228,291,74,0.254295532646048
71229,134,17,0.126865671641791
71231,42,19,0.452380952380952
71236,149,12,0.0805369127516778
71237,52,30,0.576923076923077
71242,122,193,1
71243,46,3,0.0652173913043478
71245,161,22,0.136645962732919
71246,103,37,0.359223300970874
71247,119,19,0.159663865546218
71248,6,58,1
71249,1268,364,0.287066246056782
71251,17,5,0.294117647058824
71255,550,21,0.0381818181818182
71256,75,21,0.28
71260,90,31,0.344444444444444
71263,1906,612,0.32109129066107
71265,63,35,0.555555555555556
71267,1046,357,0.341300191204589
71268,33,19,0.575757575757576
71269,25,4,0.16
71270,16,20,1
71272,7488,206,0.0275106837606838
71273,40,5,0.125
71274,38,5,0.131578947368421
71278,21,8,0.380952380952381
71283,46,10,0.217391304347826
71287,86,392,1
71289,15,7,0.466666666666667
71291,222,86,0.387387387387387
71292,230,36,0.156521739130435
71293,50,6,0.12
71298,151,54,0.357615894039735
71300,60,7,0.116666666666667
71305,203,78,0.38423645320197
71309,106,35,0.330188679245283
71310,248,22,0.0887096774193548
71313,145,61,0.420689655172414
71316,62,47,0.758064516129032
71318,43,19,0.441860465116279
71320,50,18,0.36
71321,4,33,1
71327,196,35,0.178571428571429
71329,268,186,0.694029850746269
71330,144,24,0.166666666666667
71332,20,4,0.2
71333,133,20,0.150375939849624
71334,21,72,1
71339,33,4,0.121212121212121
71342,128,11,0.0859375
71343,136,42,0.308823529411765
71344,79,13,0.164556962025316
71345,51,37,0.725490196078431
71347,128,43,0.3359375
71348,25,14,0.56
71351,171,102,0.596491228070175
71354,35,13,0.371428571428571
71355,59,7,0.11864406779661
71357,239,16,0.0669456066945607
71358,30,16,0.533333333333333
71361,164,102,0.621951219512195
71363,205,20,0.0975609756097561
71366,439,16,0.0364464692482916
71368,124,72,0.580645161290323
71369,11,4,0.363636363636364
71370,70,54,0.771428571428571
71371,91,9,0.0989010989010989
71373,3,5,1
71374,347,22,0.0634005763688761
71376,47,7,0.148936170212766
71377,142,6,0.0422535211267606
71378,683,17,0.0248901903367496
71380,181,3,0.0165745856353591
71386,47,20,0.425531914893617
71389,108,30,0.277777777777778
71391,5,7,1
71392,104,21,0.201923076923077
71395,58,33,0.568965517241379
71398,956,108,0.112970711297071
71400,540,4,0.00740740740740741
71401,19,13,0.684210526315789
71402,90,17,0.188888888888889
71403,372,183,0.491935483870968
71405,56,10,0.178571428571429
71406,52,60,1
71407,41,32,0.780487804878049
71409,48,12,0.25
71410,155,132,0.851612903225806
71412,21,6,0.285714285714286
71414,180,17,0.0944444444444444
71416,136,16,0.117647058823529
71417,8,5,0.625
71418,24,10,0.416666666666667
71424,565,207,0.366371681415929
71427,193,61,0.316062176165803
71430,157,37,0.235668789808917
71431,61,6,0.0983606557377049
71433,188,7,0.0372340425531915
71435,159,7,0.0440251572327044
71437,25,9,0.36
71438,98,25,0.255102040816327
71441,207,13,0.0628019323671498
71442,76,51,0.671052631578947
71445,31,3,0.0967741935483871
71446,742,10,0.0134770889487871
71447,481,180,0.374220374220374
71449,49,18,0.36734693877551
71450,16,11,0.6875
71451,19,8,0.421052631578947
71453,72,9,0.125
71455,130,12,0.0923076923076923
71457,39,9,0.230769230769231
71458,131,33,0.251908396946565
71459,800,157,0.19625
71460,94,61,0.648936170212766
71461,30,6,0.2
71462,65,16,0.246153846153846
71465,23,18,0.782608695652174
71470,127,6,0.047244094488189
71471,221,23,0.104072398190045
71473,15,11,0.733333333333333
71476,106,21,0.19811320754717
71478,46,16,0.347826086956522
71479,41,23,0.560975609756098
71480,133,73,0.548872180451128
71482,491,99,0.20162932790224
71484,47,26,0.553191489361702
71485,33,7,0.212121212121212
71487,38,5,0.131578947368421
71491,44,11,0.25
71493,54,10,0.185185185185185
71495,400,6,0.015
71497,35,22,0.628571428571429
71499,760,13,0.0171052631578947
71500,55,13,0.236363636363636
71501,1342,274,0.204172876304024
71502,49,11,0.224489795918367
71505,767,108,0.140808344198175
71507,40,9,0.225
71510,77,15,0.194805194805195
71513,106,6,0.0566037735849057
71517,31,10,0.32258064516129
71518,76,13,0.171052631578947
71519,136,20,0.147058823529412
71520,62,13,0.209677419354839
71522,49,8,0.163265306122449
71523,78,64,0.82051282051282
71524,35,166,1
71525,85,45,0.529411764705882
71526,437,217,0.496567505720824
71527,130,4,0.0307692307692308
71528,15,7,0.466666666666667
71529,455,20,0.043956043956044
71530,446,14,0.031390134529148
71531,67,8,0.119402985074627
71532,544,18,0.0330882352941176
71534,91,64,0.703296703296703
71535,160,111,0.69375
71536,132,90,0.681818181818182
71537,12,3,0.25
71539,16,5,0.3125
71547,188,7,0.0372340425531915
71548,170,4,0.0235294117647059
71551,292,46,0.157534246575342
71554,39,46,1
71563,15,3,0.2
71565,147,12,0.0816326530612245
71569,160,34,0.2125
71570,20,17,0.85
71572,1860,236,0.126881720430108
71575,81,7,0.0864197530864197
71576,114,18,0.157894736842105
71578,37,7,0.189189189189189
71581,144,28,0.194444444444444
71583,100,5,0.05
71586,179,7,0.0391061452513966
71587,213,18,0.0845070422535211
71593,14,44,1
71594,712,104,0.146067415730337
71595,340,96,0.282352941176471
71598,64,20,0.3125
71599,135,16,0.118518518518519
71600,504,19,0.0376984126984127
71601,85,9,0.105882352941176
71602,79,16,0.20253164556962
71605,270,107,0.396296296296296
71608,4,4,1
71609,5,4,0.8
71610,310,68,0.219354838709677
71611,257,7,0.0272373540856031
71614,111,27,0.243243243243243
71618,1183,300,0.253592561284869
71624,56,19,0.339285714285714
71625,100,12,0.12
71626,48,38,0.791666666666667
71627,52,7,0.134615384615385
71632,46,27,0.58695652173913
71635,340,79,0.232352941176471
71637,5,3,0.6
71638,50,6,0.12
71640,17,23,1
71642,37,19,0.513513513513513
71644,87,59,0.67816091954023
71645,32,8,0.25
71647,90,19,0.211111111111111
71648,29,8,0.275862068965517
71650,215,23,0.106976744186047
71652,39,38,0.974358974358974
71655,84,13,0.154761904761905
71656,35,40,1
71658,74,12,0.162162162162162
71659,65,9,0.138461538461538
71660,92,14,0.152173913043478
71661,4,4,1
71662,144,259,1
71663,211,140,0.663507109004739
71664,64,17,0.265625
71666,39,34,0.871794871794872
71668,22,56,1
71670,360,42,0.116666666666667
71671,396,45,0.113636363636364
71674,137,3,0.0218978102189781
71676,59,10,0.169491525423729
71677,3,3,1
71678,394,164,0.416243654822335
71679,37,29,0.783783783783784
71680,50,11,0.22
71681,50,3,0.06
71682,321,50,0.155763239875389
71683,260,54,0.207692307692308
71684,8,3,0.375
71685,79,6,0.0759493670886076
71686,223,41,0.183856502242152
71688,272,154,0.566176470588235
71691,35,7,0.2
71692,40,7,0.175
71693,277,83,0.299638989169675
71697,312,328,1
71698,246,30,0.121951219512195
71699,317,82,0.258675078864353
71700,3,7,1
71702,1919,447,0.232933819697759
71704,30,4,0.133333333333333
71705,290,90,0.310344827586207
71707,644,322,0.5
71710,61,7,0.114754098360656
71713,47,25,0.531914893617021
71716,54,9,0.166666666666667
71717,25,10,0.4
71719,19,5,0.263157894736842
71720,197,120,0.609137055837564
71721,27,12,0.444444444444444
71722,130,91,0.7
71725,1388,439,0.31628242074928
71726,85,13,0.152941176470588
71727,213,85,0.39906103286385
71729,30,5,0.166666666666667
71732,69,12,0.173913043478261
71736,25,5,0.2
71738,61,35,0.573770491803279
71739,79,24,0.30379746835443
71742,120,10,0.0833333333333333
71743,269,61,0.226765799256506
71746,29,8,0.275862068965517
71751,417,6,0.0143884892086331
71752,15,3,0.2
71753,30,20,0.666666666666667
71754,119,60,0.504201680672269
71755,254,50,0.196850393700787
71756,70,17,0.242857142857143
71759,3100,93,0.03
71760,34,16,0.470588235294118
71761,59,18,0.305084745762712
71763,1350,22,0.0162962962962963
71764,149,51,0.342281879194631
71765,21,6,0.285714285714286
71768,118,13,0.110169491525424
71770,40,47,1
71772,127,29,0.228346456692913
71773,46,58,1
71775,38,34,0.894736842105263
71777,259,73,0.281853281853282
71778,127,32,0.251968503937008
71779,35,10,0.285714285714286
71782,39,17,0.435897435897436
71783,310,75,0.241935483870968
71784,6,12,1
71786,254,95,0.374015748031496
71787,45,9,0.2
71790,125,224,1
71794,409,30,0.0733496332518337
71796,36,5,0.138888888888889
71797,333,18,0.0540540540540541
71798,28,6,0.214285714285714
71799,51,14,0.274509803921569
71800,67,46,0.686567164179104
71801,60,123,1
71802,91,49,0.538461538461538
71803,377,10,0.026525198938992
71805,131,3,0.0229007633587786
71806,100,11,0.11
71807,125,52,0.416
71808,14,7,0.5
71810,243,15,0.0617283950617284
71811,75,20,0.266666666666667
71812,127,7,0.0551181102362205
71814,6,5,0.833333333333333
71815,14,4,0.285714285714286
71819,378,72,0.19047619047619
71820,86,3,0.0348837209302326
71821,26,13,0.5
71822,220,131,0.595454545454545
71823,8,5,0.625
71825,79,11,0.139240506329114
71830,300,36,0.12
71831,303,84,0.277227722772277
71834,29,22,0.758620689655172
71837,6,10,1
71839,20,3,0.15
71841,78,36,0.461538461538462
71842,19,5,0.263157894736842
71844,125,68,0.544
71845,40,33,0.825
71846,63,7,0.111111111111111
71847,61,25,0.409836065573771
71849,18,7,0.388888888888889
71850,54,10,0.185185185185185
71854,64,5,0.078125
71857,21,6,0.285714285714286
71859,146,33,0.226027397260274
71862,15,8,0.533333333333333
71866,170,61,0.358823529411765
71867,45,15,0.333333333333333
71871,28,127,1
71872,105,10,0.0952380952380952
71874,100,19,0.19
71875,71,10,0.140845070422535
71876,65,110,1
71877,67,37,0.552238805970149
71880,262,30,0.114503816793893
71881,30,3,0.1
71882,315,73,0.231746031746032
71886,13,3,0.230769230769231
71888,214,96,0.448598130841121
71893,22,4,0.181818181818182
71894,103,13,0.12621359223301
71896,189,30,0.158730158730159
71897,16,64,1
71899,28,5,0.178571428571429
71901,90,16,0.177777777777778
71902,74,14,0.189189189189189
71905,49,5,0.102040816326531
71906,52,3,0.0576923076923077
71907,166,9,0.0542168674698795
71908,20,68,1
71913,86,10,0.116279069767442
71914,46,38,0.826086956521739
71919,854,61,0.0714285714285714
71920,40,54,1
71922,78,6,0.0769230769230769
71924,130,61,0.469230769230769
71926,161,39,0.242236024844721
71929,40,31,0.775
71930,236,45,0.190677966101695
71931,30,5,0.166666666666667
71934,106,67,0.632075471698113
71935,68,24,0.352941176470588
71937,162,5,0.0308641975308642
71938,187,20,0.106951871657754
71940,63,4,0.0634920634920635
71941,131,38,0.290076335877863
71942,16,12,0.75
71945,219,48,0.219178082191781
71947,50,102,1
71949,121,8,0.0661157024793388
71952,1401,1480,1
71955,62,8,0.129032258064516
71957,47,13,0.276595744680851
71958,177,23,0.129943502824859
71959,37,5,0.135135135135135
71960,50,18,0.36
71961,12,15,1
71962,34,31,0.911764705882353
71965,120,38,0.316666666666667
71966,45,10,0.222222222222222
71969,210,46,0.219047619047619
71970,47,8,0.170212765957447
71975,56,22,0.392857142857143
71977,33,4,0.121212121212121
71978,218,40,0.18348623853211
71979,80,15,0.1875
71980,125,20,0.16
71983,24,14,0.583333333333333
71985,360,168,0.466666666666667
71986,288,5,0.0173611111111111
71988,36,8,0.222222222222222
71991,92,7,0.0760869565217391
71992,70,26,0.371428571428571
71993,34,12,0.352941176470588
71994,300,141,0.47
71997,60,56,0.933333333333333
71998,300,48,0.16
71999,107,5,0.0467289719626168
72000,330,25,0.0757575757575758
72003,123,21,0.170731707317073
72004,10,6,0.6
72005,56,5,0.0892857142857143
72011,18,67,1
72013,375,25,0.0666666666666667
72015,3,3,1
72017,132,11,0.0833333333333333
72019,120,5,0.0416666666666667
72022,634,5,0.00788643533123028
72023,200,22,0.11
72024,45,25,0.555555555555556
72027,27,7,0.259259259259259
72029,624,91,0.145833333333333
72030,118,74,0.627118644067797
72031,96,8,0.0833333333333333
72033,157,57,0.363057324840764
72035,96,5,0.0520833333333333
72038,150,9,0.06
72040,72,34,0.472222222222222
72041,54,9,0.166666666666667
72048,51,26,0.509803921568627
72050,267,30,0.112359550561798
72051,70,28,0.4
72053,264,239,0.90530303030303
72054,50,6,0.12
72056,353,43,0.121813031161473
72057,0,3,1
72058,213,141,0.661971830985915
72060,128,30,0.234375
72062,46,4,0.0869565217391304
72063,32,17,0.53125
72065,215,82,0.381395348837209
72066,36,17,0.472222222222222
72069,79,9,0.113924050632911
72070,47,5,0.106382978723404
72072,46,15,0.326086956521739
72073,19,5,0.263157894736842
72074,120,17,0.141666666666667
72075,170,47,0.276470588235294
72078,17,7,0.411764705882353
72079,73,4,0.0547945205479452
72083,575,116,0.201739130434783
72085,10,3,0.3
72086,28,5,0.178571428571429
72087,118,4,0.0338983050847458
72089,44,5,0.113636363636364
72091,21,5,0.238095238095238
72092,150,15,0.1
72095,73,4,0.0547945205479452
72098,392,169,0.431122448979592
72099,219,28,0.127853881278539
72100,35,71,1
72101,112,43,0.383928571428571
72102,13,3,0.230769230769231
72105,17,8,0.470588235294118
72108,50,4,0.08
72109,157,78,0.496815286624204
72112,204,13,0.0637254901960784
72113,80,26,0.325
72117,157,171,1
72120,100,14,0.14
72121,2584,421,0.162925696594427
72123,133,9,0.0676691729323308
72125,62,4,0.0645161290322581
72126,56,7,0.125
72127,3,6,1
72128,106,291,1
72129,50,26,0.52
