TAWSuffix,City,State,StreetAddress,Zip,AUTO_UNIQUE_ID_2019-03-19_njbell89_field_site_unm,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType
91763A,Windsor,CT,,,565,USCGeocoder,15.6258,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,24256148.97,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.92671117,-72.65439456,Relaxed;Soundex,TwoThousandTen,87140,3280,,87070,0,25540,1024,1,4762,3,9,9,Missing
91822,St. Louis,MO,,,566,USCGeocoder,15.6261,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
91830,Irvine,TX,,,567,USCGeocoder,93.8126,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,176168521.6,ArealInterpolationGeometricCentroid,City,43.33333333,FeatureClassBased,FlipACoin,,CityCentroid,,,1,32.85838081,-96.97030583,Relaxed;Soundex,TwoThousandTen,37000,1922,19124,93682,0,19100,2003,2,143.12,113,48,9,Missing
91882,McKean,PA,,,568,USCGeocoder,62.4707,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1508557.743,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.99816591,-80.14099593,Relaxed;Soundex,TwoThousandTen,46216,2360,,46224,0,21500,2013,2,103.01,49,42,6,ResidenceCityOrZIPWithOneCensusTract
91910,St. Joseph,MO,,,570,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,115963206.9,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.75983122,-94.82092468,Relaxed;Soundex,TwoThousandTen,64550,7000,,77236,0,41140,1005,1,15,21,29,9,Missing
91934,St. Joseph,MI,,,571,USCGeocoder,78.1175,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,12409068.01,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.09901333,-86.48792651,Relaxed;Soundex,TwoThousandTen,70960,870,,70960,0,35660,1063,1,8,21,26,9,Missing
91968A,Huntington,TN,,,572,USCGeocoder,78.0745,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,30918040.93,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,36.00465014,-88.4180299,Relaxed;Soundex,TwoThousandTen,36580,,,90778,,,3051,3,9621,17,47,6,ResidenceCityOrZIPWithOneCensusTract
91989A,St. Louis,MO,,,574,USCGeocoder,15.6307,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
91995,St. Louis,MO,,,576,USCGeocoder,15.638,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
92006,Chelmsford,MA,,,577,USCGeocoder,15.5174,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,59788240.87,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.59996392,-71.363119,Relaxed;Soundex,TwoThousandTen,,740,15764,13135,0,14460,1016,1,3171.01,17,25,9,Missing
92008,Billerica,MA,,,578,USCGeocoder,0,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,68145494.92,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.55867287,-71.26730219,Relaxed;Soundex,TwoThousandTen,,740,15764,5805,0,14460,2023,2,3161.02,17,25,9,Missing
92025,Clackamas,OR,,,579,USCGeocoder,15.6242,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2117182.102,ArealInterpolationGeometricCentroid,City,14.44444444,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.57641718,-121.8677525,Relaxed;Soundex,TwoThousandTen,13050,,,90527,1,28900,3113,3,9702,35,41,6,ResidenceCityOrZIPWithOneCensusTract
92081,Somers,NY,,,580,USCGeocoder,78.1455,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1888862.312,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.33061031,-73.74088046,Relaxed;Soundex,TwoThousandTen,66872,5602,35644,68308,0,35620,3023,3,149.07,119,36,9,Missing
92086,Bells,CA,,,581,USCGeocoder,78.2408,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,985991.2582,ArealInterpolationGeometricCentroid,City,26,FeatureClassBased,FlipACoin,,CityCentroid,,,1,36.60887392,-119.7525639,Relaxed;Soundex,TwoThousandTen,7750,2840,,91060,0,23420,3118,3,17,19,6,6,ResidenceCityOrZIPWithOneCensusTract
92107,Essex,VT,,,582,USCGeocoder,125.0464,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,12281465.72,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.49021891,-73.11400646,Relaxed;Soundex,TwoThousandTen,24400,1305,,24175,0,15540,4006,4,26.01,7,50,9,Missing
92133,Enfield,CT,,,585,USCGeocoder,15.5554,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,88617681.15,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.9839643,-72.55475388,Relaxed;Soundex,TwoThousandTen,37770,3280,,25990,0,25540,2016,2,4808,3,9,9,Missing
92154,Billerica,MA,,,587,USCGeocoder,15.4991,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,68145494.92,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.55867287,-71.26730219,Relaxed;Soundex,TwoThousandTen,,740,15764,5805,0,14460,2023,2,3161.02,17,25,9,Missing
92204,Bridgewater,NJ,,,590,USCGeocoder,93.5194,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,16656479.83,ArealInterpolationGeometricCentroid,City,35.45454545,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.42843443,-75.22836352,Relaxed;Soundex,TwoThousandTen,7600,6162,,7600,0,47220,2010,2,205.03,11,34,9,Missing
92213,Warren,NJ,,,591,USCGeocoder,15.6413,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,50877355.43,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.63226547,-74.51483043,Relaxed;Soundex,TwoThousandTen,,5602,20764,76940,0,35620,2008,2,522.04,35,34,9,Missing
92214E,Dulles,VA,,,592,USCGeocoder,109.3409,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,6364717.083,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.02658218,-77.41976349,Relaxed;Soundex,TwoThousandTen,23732,8872,47894,95131,0,47900,1001,1,6115.02,107,51,9,Missing
92214L,St. Petersburg,FL,,,593,USCGeocoder,15.6247,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,357500421.3,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,27.76172935,-82.64293485,Relaxed;Soundex,TwoThousandTen,63000,8280,,93042,0,45300,1029,1,286,103,12,9,Missing
92230,Billerica,MA,,,594,USCGeocoder,0,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,68145494.92,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.55867287,-71.26730219,Relaxed;Soundex,TwoThousandTen,,740,15764,5805,0,14460,2023,2,3161.02,17,25,9,Missing
92259B,Sandy,UT,,,596,USCGeocoder,312.5048,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,59263063,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.5715632,-111.8522856,Relaxed;Soundex,TwoThousandTen,,2620,,93010,0,41620,2026,2,1126.13,35,49,9,Missing
92271,Grand Island,NY,,,598,USCGeocoder,15.6276,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4876748.218,ArealInterpolationGeometricCentroid,City,31.81818182,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.98685457,-78.95401475,Relaxed;Soundex,TwoThousandTen,29894,1280,,29828,0,15380,2002,2,73.02,29,36,9,Missing
92313,Irvine,PA,,,601,USCGeocoder,62.4607,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2459249.814,ArealInterpolationGeometricCentroid,City,36.66666667,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.77368019,-78.55010505,Relaxed;Soundex,TwoThousandTen,37192,,,37192,1,20180,1047,1,3318,33,42,6,ResidenceCityOrZIPWithOneCensusTract
92415,Somers,NY,,,602,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1888862.312,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.33061031,-73.74088046,Relaxed;Soundex,TwoThousandTen,66872,5602,35644,68308,0,35620,3023,3,149.07,119,36,9,Missing
92438,Clackamas,OR,,,603,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2117182.102,ArealInterpolationGeometricCentroid,City,14.44444444,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.57641718,-121.8677525,Relaxed;Soundex,TwoThousandTen,13050,,,90527,1,28900,3113,3,9702,35,41,6,ResidenceCityOrZIPWithOneCensusTract
92446,St. Louis,MO,,,605,USCGeocoder,15.6532,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
92448A,Clackamas,OR,,,606,USCGeocoder,15.6142,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2117182.102,ArealInterpolationGeometricCentroid,City,14.44444444,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.57641718,-121.8677525,Relaxed;Soundex,TwoThousandTen,13050,,,90527,1,28900,3113,3,9702,35,41,6,ResidenceCityOrZIPWithOneCensusTract
92580,Stow,MA,,,607,USCGeocoder,78.1202,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8875182.39,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.70869528,-73.20121253,Relaxed;Soundex,TwoThousandTen,79950,6320,,79985,0,38340,1009,1,9201.02,3,25,9,Missing
92654A,Nutley,NJ,,,608,USCGeocoder,93.7275,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8877571.404,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.81924155,-74.15718913,Relaxed;Soundex,TwoThousandTen,,5602,35084,53680,0,35620,4005,4,135,13,34,9,Missing
92667,Cranberry Township,PA,,,610,USCGeocoder,93.776,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2186556.477,ArealInterpolationGeometricCentroid,City,19.41176471,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.12458714,-78.8189377,Relaxed;Soundex,TwoThousandTen,10720,3680,,69448,1,43740,3031,3,204,111,42,6,ResidenceCityOrZIPWithOneCensusTract
92670,Sterling Forrest,NY,,,611,USCGeocoder,77.9942,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,12337359.46,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.16125046,-75.03631709,Relaxed;Soundex,TwoThousandTen,70849,,,25791,1,36300,5108,5,4925,89,36,6,ResidenceCityOrZIPWithOneCensusTract
92682A,Pittsburgh,KS,,,613,USCGeocoder,156.107,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,33447065.55,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,37.41412472,-94.69830085,Relaxed;Soundex,TwoThousandTen,56025,,,56025,1,38260,2162,2,9570,37,20,9,Missing
92693,Southbury,CT,,,614,USCGeocoder,15.6461,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2569762.384,ArealInterpolationGeometricCentroid,City,36.66666667,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.13412754,-73.28782374,Relaxed;Soundex,TwoThousandTen,71040,5602,,26620,0,14860,1063,1,606,1,9,9,Missing
92751,Bensalem,PA,,,617,USCGeocoder,15.6242,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,54206462.27,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.10860589,-74.94310605,Relaxed;Soundex,TwoThousandTen,,240,37964,5616,0,37980,4000,4,1002.08,17,42,9,Missing
92845,Lee's Summit,MO,,,619,USCGeocoder,15.5039,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,48423979.63,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,38.84429994,-90.32122852,Relaxed;Soundex,TwoThousandTen,54352,7040,,41825,0,41180,2024,2,2109.27,189,29,9,Missing
92855,Wayne,NJ,,,620,USCGeocoder,109.4966,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,65201741.25,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.94815648,-74.24503464,Relaxed;Soundex,TwoThousandTen,,5602,35644,77840,0,35620,1000,1,2462.02,31,34,9,Missing
92866,St. Marys,PA,,,622,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
92866A,St. Marys,PA,,,623,USCGeocoder,15.6243,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
92889,Truman,AR,,,625,USCGeocoder,140.6207,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,12989765.68,ArealInterpolationGeometricCentroid,City,43.33333333,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.67636682,-90.52296692,Relaxed;Soundex,TwoThousandTen,70010,,,94068,0,27860,1000,1,4904,111,5,9,Missing
92890,Littleton,MA,,,626,USCGeocoder,62.6192,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,9593435.839,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.5352536,-71.47273989,Relaxed;Soundex,TwoThousandTen,36020,1122,15764,35950,0,14460,3052,3,3241.01,17,25,9,Missing
92895,Concord,MA,,,627,USCGeocoder,78.1157,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,9286431.011,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.45175703,-71.40354085,Relaxed;Soundex,TwoThousandTen,75680,1122,15764,15060,0,14460,2013,2,3612,17,25,9,Missing
92922,Lyndhurst,NJ,,,629,USCGeocoder,109.3616,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,12675821.25,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.79655407,-74.11016492,Relaxed;Soundex,TwoThousandTen,,5602,35644,42090,0,35620,4025,4,311,3,34,9,Missing
92974,Wallingford,CT,,,631,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,19118676.86,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.44993274,-72.8188551,Relaxed;Soundex,TwoThousandTen,78880,5602,,78740,0,35300,1008,1,1752,9,9,9,Missing
93000,Ewing,NJ,,,632,USCGeocoder,93.8404,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,40400426.69,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.26508977,-74.80057906,Relaxed;Soundex,TwoThousandTen,,5602,,22185,0,45940,4016,4,37.05,21,34,9,Missing
93023,Littleton,MA,,,633,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,9593435.839,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.5352536,-71.47273989,Relaxed;Soundex,TwoThousandTen,36020,1122,15764,35950,0,14460,3052,3,3241.01,17,25,9,Missing
93024,Research Triangle Park,NC,,,634,USCGeocoder,15.7264,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,94222352.49,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,36.07153823,-79.58023557,Relaxed;Soundex,TwoThousandTen,73760,3120,,92716,0,24660,3047,3,152,81,37,9,Missing
93032,St. Paul,MN,,,635,USCGeocoder,15.6252,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,145498914.5,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.94774025,-93.10399583,Relaxed;Soundex,TwoThousandTen,58000,5120,,58000,0,33460,1045,1,428,123,27,9,Missing
93059,Littleton,MA,,,637,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,9593435.839,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.5352536,-71.47273989,Relaxed;Soundex,TwoThousandTen,36020,1122,15764,35950,0,14460,3052,3,3241.01,17,25,9,Missing
93138A,Northridge,CA,,,638,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4045664.941,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,37.96455609,-122.3727498,Relaxed;Soundex,TwoThousandTen,52162,7362,36084,93620,0,41860,3019,3,3650.02,13,6,9,Missing
93139H,Edison,NJ,,,639,USCGeocoder,15.6368,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,86517048.05,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.53630628,-74.36891398,Relaxed;Soundex,TwoThousandTen,45690,5602,20764,20230,0,35620,2006,2,22,23,34,9,Missing
93139T,Sacremento,CA,,,640,USCGeocoder,109.3852,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,259272812.1,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.56663215,-121.4682998,Relaxed;Soundex,TwoThousandTen,64000,6922,,92690,0,40900,1034,1,13,67,6,9,Missing
93146A,Turner Falls,MA,,,641,USCGeocoder,78.0504,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5952519.839,ArealInterpolationGeometricCentroid,City,35.45454545,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.59750955,-72.55727345,Relaxed;Soundex,TwoThousandTen,70815,8000,,42285,0,44140,3019,3,407.01,11,25,9,Missing
93153,St. Petersburg,FL,,,642,USCGeocoder,15.6302,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,357500421.3,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,27.76172935,-82.64293485,Relaxed;Soundex,TwoThousandTen,63000,8280,,93042,0,45300,1029,1,286,103,12,9,Missing
93158,St. Petersburg,FL,,,643,USCGeocoder,15.5957,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,357500421.3,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,27.76172935,-82.64293485,Relaxed;Soundex,TwoThousandTen,63000,8280,,93042,0,45300,1029,1,286,103,12,9,Missing
93194,Windsor,CT,,,644,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,24256148.97,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.92671117,-72.65439456,Relaxed;Soundex,TwoThousandTen,87140,3280,,87070,0,25540,1024,1,4762,3,9,9,Missing
93197D,Avon,CT,,,645,USCGeocoder,0,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,61103686.71,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.79067429,-72.85383841,Relaxed;Soundex,TwoThousandTen,,1122,,2060,0,25540,2008,2,4622.01,3,9,9,Missing
93197L,Pembroke,MA,,,647,USCGeocoder,62.493,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,11483988.74,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.09884448,-70.78207068,Relaxed;Soundex,TwoThousandTen,48710,1122,14484,52630,0,14460,4014,4,5081.01,23,25,9,Missing
93197M,Newington,NH,,,648,USCGeocoder,15.5798,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,32265515.66,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,43.09306207,-70.8358606,Relaxed;Soundex,TwoThousandTen,,1122,40484,51620,0,14460,1043,1,1075,15,33,9,Missing
93197R,Stockbridge,MA,,,649,USCGeocoder,62.4609,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7762972.326,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.6138078,-71.93838612,Relaxed;Soundex,TwoThousandTen,62780,1122,,1885,0,49340,4004,4,7001,27,25,9,Missing
93197T,Sudbury,MA,,,650,USCGeocoder,31.2629,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,54140159,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.06038214,-72.03378847,Relaxed;Soundex,TwoThousandTen,63345,1122,,63345,0,49340,2010,2,7575,27,25,9,Missing
93197X,East Westport,CT,,,651,USCGeocoder,62.5122,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,45752935.96,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.94238408,-72.74096529,Relaxed;Soundex,TwoThousandTen,,1122,,22070,0,25540,4017,4,4701,3,9,9,Missing
93200,Canton,MA,,,652,USCGeocoder,15.5982,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,50797131.02,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.17519337,-71.12650777,Relaxed;Soundex,TwoThousandTen,,740,14484,11315,0,14460,1011,1,4152,21,25,9,Missing
93211,St. Louis,MO,,,654,USCGeocoder,15.4713,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
93225,Lynwood,WA,,,656,USCGeocoder,93.7637,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,20339616.01,ArealInterpolationGeometricCentroid,City,44.28571429,FeatureClassBased,FlipACoin,,CityCentroid,,,1,47.82849659,-122.3033169,Relaxed;Soundex,TwoThousandTen,40840,7602,42644,90992,0,42660,3011,3,517.01,61,53,9,Missing
