TAWSuffix,City,State,StreetAddress,Zip,AUTO_UNIQUE_ID_2019-03-19_njbell89_field_site_unm,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType
62075D,Premont,CA,,,1,USCGeocoder,202.981,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,12535707,ArealInterpolationGeometricCentroid,City,32.85714286,FeatureClassBased,FlipACoin,,CityCentroid,,,1,33.89761724,-118.1651252,Relaxed;Soundex,TwoThousandTen,55618,4472,31084,90730,0,31100,2030,2,5536.01,37,6,9,Missing
62084,OskKosh,WI,,,2,USCGeocoder,187.5173,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5409633.959,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,44.57922583,-91.21192396,Relaxed;Soundex,TwoThousandTen,60575,,,60575,,,2094,2,1001,121,55,9,Missing
62171,Clifton Park,NY,,,3,USCGeocoder,62.5097,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,3934373.34,ArealInterpolationGeometricCentroid,City,35.45454545,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.96075185,-77.13545694,Relaxed;Soundex,TwoThousandTen,16375,6840,,44864,0,40380,3005,3,503.01,69,36,9,Missing
62188,Research Triangle Park,NC,,,4,USCGeocoder,281.2662,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,94222352.49,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,36.07153823,-79.58023557,Relaxed;Soundex,TwoThousandTen,73760,3120,,92716,0,24660,3047,3,152,81,37,9,Missing
62246,Neville Island,PA,,,6,USCGeocoder,78.1408,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,3128435.1,ArealInterpolationGeometricCentroid,City,22.30769231,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.39546145,-80.20186877,Relaxed;Soundex,TwoThousandTen,54568,6280,,55016,0,38300,2012,2,5640,3,42,9,Missing
62282,Island Falls,ME,,,8,USCGeocoder,234.4372,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,105575635.7,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,45.9905703,-68.23301503,Relaxed;Soundex,TwoThousandTen,,730,,35065,,,2153,2,9527,3,23,9,Missing
62289,St. Marys,PA,,,9,USCGeocoder,62.6381,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,257763013,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.45746601,-78.53417748,Relaxed;Soundex,TwoThousandTen,67344,,,67344,1,41260,1054,1,9512,47,42,9,Missing
62321,Manchester,IN,,,10,USCGeocoder,140.7045,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,9358196.242,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.00440721,-85.77504868,Relaxed;Soundex,TwoThousandTen,54954,,,12322,1,47340,5002,5,1022,169,18,9,Missing
62341,Research Triangle Park,NC,,,12,USCGeocoder,15.5894,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,94222352.49,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,36.07153823,-79.58023557,Relaxed;Soundex,TwoThousandTen,73760,3120,,92716,0,24660,3047,3,152,81,37,9,Missing
62357CC,Wrentham,MA,,,13,USCGeocoder,296.8853,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,58563294.99,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.05133466,-71.35517669,Relaxed;Soundex,TwoThousandTen,,740,14484,82315,0,14460,2017,2,4412.04,21,25,9,Missing
62357S,Lamarque,TX,,,14,USCGeocoder,78.1021,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,36932703.57,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,29.36895467,-94.9956403,Relaxed;Soundex,TwoThousandTen,41116,3362,,92100,0,26420,3022,3,7230,167,48,9,Missing
62357Z,St. Augustine,FL,,,15,USCGeocoder,171.8827,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,33092283.81,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,29.89793883,-81.31000464,Relaxed;Soundex,TwoThousandTen,62500,3600,,93016,0,27260,2043,2,205,109,12,9,Missing
62364,Bedford,MA,,,17,USCGeocoder,109.4356,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,62500245.68,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.66149045,-70.93819641,Relaxed;Soundex,TwoThousandTen,45000,1122,,45000,0,39300,1003,1,6509,5,25,9,Missing
62395,Depere,WI,,,18,USCGeocoder,78.1428,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,31846117.14,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.43114247,-88.07926407,Relaxed;Soundex,TwoThousandTen,19775,3080,,19775,0,24580,3002,3,102.01,9,55,9,Missing
62469II,Rehobeth Beach,DE,,,20,USCGeocoder,124.9922,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4260048.29,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.7174898,-75.08140075,Relaxed;Soundex,TwoThousandTen,60290,,,91776,1,42580,3033,3,511.01,5,10,9,Missing
62469OO,Tilton,NH,,,23,USCGeocoder,109.3398,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7583003.951,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,43.44299818,-71.59364079,Relaxed;Soundex,TwoThousandTen,77100,,,77060,1,29060,1011,1,9655.98,1,33,9,Missing
62469P,Gainsville,TX,,,24,USCGeocoder,78.1149,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,49318292.56,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,33.63847461,-97.14843842,Relaxed;Soundex,TwoThousandTen,27984,,,91435,1,23620,1092,1,4,97,48,9,Missing
62469RR,Westbrook,CT,,,25,USCGeocoder,62.5094,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,5432858.664,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.28016434,-72.44206916,Relaxed;Soundex,TwoThousandTen,81750,3280,,81680,0,25540,4007,4,6801,7,9,9,Missing
62469U,Hersey,PA,,,26,USCGeocoder,78.1186,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,37343266.99,ArealInterpolationGeometricCentroid,City,43.33333333,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.28057553,-76.64584062,Relaxed;Soundex,TwoThousandTen,34144,3240,,18936,0,25420,1005,1,243,43,42,9,Missing
62538,Mt. Pleasant,MI,,,27,USCGeocoder,62.4901,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,51604595.26,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.78270921,-85.71882889,Relaxed;Soundex,TwoThousandTen,,870,,55780,1,44780,2050,2,414,149,26,9,Missing
62550,Redwood Shore,CA,,,29,USCGeocoder,78.1362,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,90000471.17,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,37.51732201,-122.2113139,Relaxed;Soundex,TwoThousandTen,60102,7362,41884,92870,0,41860,1027,1,6103.02,81,6,9,Missing
62553,Long Island City,NY,,,30,USCGeocoder,62.5304,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7073998.126,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.9006951,-78.67011046,Relaxed;Soundex,TwoThousandTen,41135,1280,,41146,0,15380,3010,3,144,29,36,9,Missing
62559,Southbridge,MA,,,31,USCGeocoder,62.5278,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,54140159,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.06038214,-72.03378847,Relaxed;Soundex,TwoThousandTen,63345,1122,,63345,0,49340,2010,2,7575,27,25,9,Missing
62567,North Andover,MA,,,32,USCGeocoder,78.1236,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,92596799.02,ArealInterpolationGeometricCentroid,City,30,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.32663214,-72.67454127,Relaxed;Soundex,TwoThousandTen,46330,8000,,46330,0,44140,2011,2,8222,15,25,9,Missing
62588,North Reading,MA,,,33,USCGeocoder,78.1167,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,34956125.11,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.58150308,-71.08753287,Relaxed;Soundex,TwoThousandTen,,740,15764,48955,0,14460,3011,3,3301,17,25,9,Missing
62591,Ste. Genevieve,MO,,,34,USCGeocoder,124.9053,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,10623053.79,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,37.97469153,-90.04817061,Relaxed;Soundex,TwoThousandTen,64180,,,64185,,,3001,3,9602,186,29,6,ResidenceCityOrZIPWithOneCensusTract
62601,Cheybogan,MI,,,35,USCGeocoder,62.4916,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,18109355.93,ArealInterpolationGeometricCentroid,City,41.11111111,FeatureClassBased,FlipACoin,,CityCentroid,,,1,45.64162965,-84.46857944,Relaxed;Soundex,TwoThousandTen,15000,,,15000,,,2063,2,9603,31,26,9,Missing
62609,Long Island City,NY,,,36,USCGeocoder,15.5999,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,7073998.126,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.9006951,-78.67011046,Relaxed;Soundex,TwoThousandTen,41135,1280,,41146,0,15380,3010,3,144,29,36,9,Missing
62621,Wallingford,CT,,,38,USCGeocoder,78.1388,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,19118676.86,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.44993274,-72.8188551,Relaxed;Soundex,TwoThousandTen,78880,5602,,78740,0,35300,1008,1,1752,9,9,9,Missing
62691,St. Clair,MO,,,39,USCGeocoder,62.4924,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,9715984.668,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.34942008,-90.98714897,Relaxed;Soundex,TwoThousandTen,64136,7040,,12754,0,41180,3012,3,8009.02,71,29,9,Missing
62739,Canton,MA,,,42,USCGeocoder,156.21,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,50797131.02,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.17519337,-71.12650777,Relaxed;Soundex,TwoThousandTen,,740,14484,11315,0,14460,1011,1,4152,21,25,9,Missing
62787,East Longmeadow,MA,,,43,USCGeocoder,93.7533,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,33867983.46,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.05963362,-72.499013,Relaxed;Soundex,TwoThousandTen,,740,,19645,0,44140,2005,2,8134.04,13,25,9,Missing
62801,Westminister,SC,,,44,USCGeocoder,93.7517,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8834462.93,ArealInterpolationGeometricCentroid,City,46.66666667,FeatureClassBased,FlipACoin,,CityCentroid,,,1,34.66609588,-83.09056002,Relaxed;Soundex,TwoThousandTen,76165,,,93666,1,42860,5046,5,310,73,45,9,Missing
62802,Edison,NJ,,,45,USCGeocoder,171.9698,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,86517048.05,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,40.53630628,-74.36891398,Relaxed;Soundex,TwoThousandTen,45690,5602,20764,20230,0,35620,2006,2,22,23,34,9,Missing
62833,DePere,WI,,,46,USCGeocoder,31.2712,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,31846117.14,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,44.43114247,-88.07926407,Relaxed;Soundex,TwoThousandTen,19775,3080,,19775,0,24580,3002,3,102.01,9,55,9,Missing
62836,Lincoln,RI,,,47,USCGeocoder,218.8808,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,49082394.88,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.91694217,-71.45048232,Relaxed;Soundex,TwoThousandTen,,5520,,41500,0,39300,3005,3,116,7,44,9,Missing
62839,Fairlawn,NJ,,,48,USCGeocoder,78.1231,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,13472032.12,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.93575882,-74.11771362,Relaxed;Soundex,TwoThousandTen,22470,5602,35644,22470,0,35620,5010,5,174,3,34,9,Missing
62849G,Various Location,NY,,,55,USCGeocoder,93.7273,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,122762259.6,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,42.51581876,-76.16636398,Relaxed;Soundex,TwoThousandTen,,160,,77596,1,18660,2009,2,9712,23,36,9,Missing
62849H,Various Location,OH,,,56,USCGeocoder,140.631,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4850967.852,ArealInterpolationGeometricCentroid,City,18,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.22227534,-84.48309338,Relaxed;Soundex,TwoThousandTen,79912,,,82152,1,24820,4042,4,5301,37,39,6,ResidenceCityOrZIPWithOneCensusTract
62849I,Various Location,PA,,,57,USCGeocoder,94.0117,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1390268.9,ArealInterpolationGeometricCentroid,City,18,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.31772846,-79.83084935,Relaxed;Soundex,TwoThousandTen,80040,6280,,80040,0,38300,1014,1,5010,3,42,9,Missing
62852,Mt. Union,PA,,,60,USCGeocoder,156.2722,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,914214.7519,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,39.96181223,-75.80240233,Relaxed;Soundex,TwoThousandTen,50232,6162,37964,50232,0,37980,1036,1,3116,29,42,9,Missing
62853,Nashville Plantation,ME,,,61,USCGeocoder,62.6395,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,92195558.33,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,46.69995428,-68.50025599,Relaxed;Soundex,TwoThousandTen,,730,,48120,,,1104,1,9509,3,23,9,Missing
62892,Windsor,CT,,,63,USCGeocoder,62.5139,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,24256148.97,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.92671117,-72.65439456,Relaxed;Soundex,TwoThousandTen,87140,3280,,87070,0,25540,1024,1,4762,3,9,9,Missing
62892A,Windsor,CT,,,64,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,24256148.97,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.92671117,-72.65439456,Relaxed;Soundex,TwoThousandTen,87140,3280,,87070,0,25540,1024,1,4762,3,9,9,Missing
62904,St. Joseph,MO,,,66,USCGeocoder,78.1129,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,115963206.9,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.75983122,-94.82092468,Relaxed;Soundex,TwoThousandTen,64550,7000,,77236,0,41140,1005,1,15,21,29,9,Missing
62938,St. Louis,MO,,,69,USCGeocoder,109.3773,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
62938A,Westford,MA,,,70,USCGeocoder,78.0305,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,122725578.1,ArealInterpolationGeometricCentroid,City,35,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.13814949,-72.7562089,Relaxed;Soundex,TwoThousandTen,76030,8000,,76030,0,44140,2030,2,8128,13,25,9,Missing
62963,Vienna,OH,,,72,USCGeocoder,78.2667,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2477934.675,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.23445706,-80.65407152,Relaxed;Soundex,TwoThousandTen,80066,9320,,80052,0,49660,2004,2,9312,155,39,6,ResidenceCityOrZIPWithOneCensusTract
63001,Seabrook,SC,,,74,USCGeocoder,62.869,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,18138191.49,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,32.58229854,-80.17353906,Relaxed;Soundex,TwoThousandTen,64712,1440,,91761,0,16700,2003,2,21.05,19,45,9,Missing
63009,Bedford,MA,,,76,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,62500245.68,ArealInterpolationGeometricCentroid,City,46,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.66149045,-70.93819641,Relaxed;Soundex,TwoThousandTen,45000,1122,,45000,0,39300,1003,1,6509,5,25,9,Missing
63012,Millis,MA,,,77,USCGeocoder,78.0487,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,8207862.507,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.16480504,-71.35442178,Relaxed;Soundex,TwoThousandTen,41532,1122,14484,41515,0,14460,3018,3,4071,21,25,9,Missing
63023,South Wallace,NC,,,78,USCGeocoder,156.2749,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,183043225.2,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,35.1262845,-79.9150632,Relaxed;Soundex,TwoThousandTen,,480,,93116,1,40460,2087,2,9702,153,37,9,Missing
63082,Research Triangle Park,NC,,,80,USCGeocoder,15.6483,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,94222352.49,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,36.07153823,-79.58023557,Relaxed;Soundex,TwoThousandTen,73760,3120,,92716,0,24660,3047,3,152,81,37,9,Missing
63084,West Anaheim,CA,,,81,USCGeocoder,109.435,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,27488860.53,ArealInterpolationGeometricCentroid,City,28.18181818,FeatureClassBased,FlipACoin,,CityCentroid,,,1,33.75180868,-117.993251,Relaxed;Soundex,TwoThousandTen,84550,4472,42044,92150,0,31100,3007,3,997.01,59,6,9,Missing
63084B,LaPalma,CA,,,82,USCGeocoder,93.7797,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4744136.02,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,33.85035884,-118.0406667,Relaxed;Soundex,TwoThousandTen,40256,4472,42044,90050,0,31100,2000,2,1101.16,59,6,9,Missing
63104A,New Smithville,PA,,,83,USCGeocoder,78.2916,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,368264.6995,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,39.9422585,-79.19174643,Relaxed;Soundex,TwoThousandTen,53416,3680,,53416,1,43740,3019,3,218,111,42,6,ResidenceCityOrZIPWithOneCensusTract
63119,St. Louis,MO,,,84,USCGeocoder,0,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,171026232.2,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.63581226,-90.24511868,Relaxed;Soundex,TwoThousandTen,65000,7040,,65000,0,41180,1008,1,1186,510,29,9,Missing
63156,Elma,NY,,,86,USCGeocoder,62.467,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,16196464.64,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.82830837,-78.63428541,Relaxed;Soundex,TwoThousandTen,24141,1280,,24130,0,15380,1019,1,141.01,29,36,9,Missing
63157,St. Peters,MO,,,87,USCGeocoder,218.8165,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,57930068,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,FlipACoin,,CityCentroid,,,1,38.7835202,-90.6050746,Relaxed;Soundex,TwoThousandTen,,1740,,65130,0,41180,3016,3,3113.11,183,29,9,Missing
63163,Bristol,RI,,,88,USCGeocoder,62.4704,1,4.1,,,12,CountyCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,53367227.99,ArealInterpolationGeometricCentroid,CountySubRegion,40,FeatureClassBased,FlipACoin,,CountySubdivisionCentroid,,,1,41.67612732,-71.27328702,Relaxed;Soundex,TwoThousandTen,,5520,,9280,0,39300,1004,1,307,1,44,9,Missing
63170,Plainville,CT,,,89,USCGeocoder,62.4295,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4454605.376,ArealInterpolationGeometricCentroid,City,38,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.67662897,-71.92491693,Relaxed;Soundex,TwoThousandTen,60090,1122,,59980,1,48740,3009,3,9073,15,9,9,Missing
63179,North Stonington,CT,,,90,USCGeocoder,78.0798,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,22813992.74,ArealInterpolationGeometricCentroid,City,26,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.77689503,-73.07939301,Relaxed;Soundex,TwoThousandTen,55725,3280,,37280,1,45860,2014,2,2983,5,9,9,Missing
63200,Brownville,TX,,,91,USCGeocoder,124.9742,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,16966975.48,ArealInterpolationGeometricCentroid,City,38,FeatureClassBased,FlipACoin,,CityCentroid,,,1,33.17566367,-102.2730227,Relaxed;Soundex,TwoThousandTen,10720,,,90470,,,4029,4,9504,445,48,9,Missing
63212,Clinton Township,MI,,,92,USCGeocoder,109.3681,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,4903707.854,ArealInterpolationGeometricCentroid,City,28.66666667,FeatureClassBased,FlipACoin,,CityCentroid,,,1,42.06993607,-83.96860332,Relaxed;Soundex,TwoThousandTen,16480,2162,,16500,1,10300,1019,1,624,91,26,9,Missing
63216,Bethehem,PA,,,93,USCGeocoder,78.0783,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,1295965.198,ArealInterpolationGeometricCentroid,City,30,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.61432299,-75.28723909,Relaxed;Soundex,TwoThousandTen,5976,,,20576,,,3030,3,9604,127,42,6,ResidenceCityOrZIPWithOneCensusTract
63228D,Yeardley,PA,,,94,USCGeocoder,109.337,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,2643081.316,ArealInterpolationGeometricCentroid,City,45,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.24081207,-74.83851916,Relaxed;Soundex,TwoThousandTen,86920,6162,37964,86920,0,37980,1020,1,1056,17,42,9,Missing
63231L,East Windsor,CT,,,95,USCGeocoder,62.5144,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,6650338.104,ArealInterpolationGeometricCentroid,City,10,FeatureClassBased,FlipACoin,,CityCentroid,,,1,41.57351405,-72.49182984,Relaxed;Soundex,TwoThousandTen,22420,3280,,22490,0,25540,1016,1,5502.01,7,9,9,Missing
