Combo.FIPS,CBP.2.Digit.NAICS,employees
35039,42,99
35039,44,1407
35039,48,99
35039,51,104
35039,52,244
35039,53,99
35039,54,106
35039,55,249
35039,56,249
35039,61,138
35039,62,1430
35039,71,499
35039,72,1216
35039,81,259
35041,0,4034
35041,11,19
35041,21,19
35041,22,99
35041,23,248
35041,31,414
35041,42,123
35041,44,654
35041,48,999
35041,51,78
35041,52,125
35041,53,47
35041,54,104
35041,56,249
35041,61,19
35041,62,627
35041,71,99
35041,72,603
35041,81,182
35041,99,19
35043,0,24511
35043,11,19
35043,21,25
35043,22,249
35043,23,1965
35043,31,2475
35043,42,420
35043,44,3696
35043,48,459
35043,51,2499
35043,52,999
35043,53,205
35043,54,4999
35043,55,499
35043,56,1690
35043,61,196
35043,62,1943
35043,71,1363
35043,72,3047
35043,81,1013
35043,99,19
35045,0,40754
35045,11,99
35045,21,4518
35045,22,999
35045,23,3957
35045,31,1470
35045,42,1796
35045,44,6982
35045,48,1647
35045,51,453
35045,52,1091
35045,53,851
35045,54,1386
35045,55,846
35045,56,1368
35045,61,443
35045,62,6117
35045,71,463
35045,72,4415
35045,81,2246
35045,99,19
35047,0,5668
35047,11,19
35047,21,19
35047,22,99
35047,23,281
35047,31,99
35047,42,37
35047,44,1186
35047,48,99
35047,51,66
35047,52,173
35047,53,57
35047,54,120
35047,55,99
35047,56,249
35047,61,99
35047,62,2499
35047,71,19
35047,72,710
35047,81,166
35047,99,19
35049,0,45986
35049,11,22
35049,21,99
35049,22,99
35049,23,2874
35049,31,764
35049,42,1379
35049,44,9289
35049,48,592
35049,51,873
35049,52,2024
35049,53,906
35049,54,2537
35049,55,253
35049,56,1434
35049,61,1829
35049,62,8530
35049,71,1650
35049,72,8449
35049,81,2450
35049,99,2
35051,0,2526
35051,11,19
35051,21,99
35051,22,99
35051,23,307
35051,31,99
35051,44,501
35051,48,8
35051,51,16
35051,52,80
35051,53,99
35051,54,35
35051,56,19
35051,62,793
35051,71,99
35051,72,429
35051,81,87
35051,99,19
35053,0,2987
35053,11,19
35053,21,99
35053,22,99
35053,23,92
35053,31,87
35053,44,554
35053,48,99
35053,51,19
35053,52,99
35053,53,45
35053,54,446
35053,56,69
35053,61,19
35053,62,999
35053,72,695
35053,81,64
35053,99,19
35055,0,9518
35055,11,19
35055,21,499
35055,22,249
35055,23,561
35055,31,96
35055,42,66
35055,44,1567
35055,48,54
35055,51,146
35055,52,233
35055,53,215
35055,54,431
35055,56,398
35055,61,122
35055,62,1576
35055,71,999
35055,72,2136
35055,81,338
35057,0,1876
35057,11,99
35057,22,99
35057,23,178
35057,31,99
35057,42,40
35057,44,510
35057,48,44
35057,51,19
35057,52,99
35057,53,99
35057,54,45
35057,56,249
35057,61,19
35057,62,222
35057,71,99
35057,72,247
35057,81,99
35059,0,1049
35059,11,19
35059,21,19
35059,22,99
35059,23,99
35059,31,19
35059,42,19
35059,44,99
35059,48,19
35059,51,47
35059,52,99
35059,53,4
35059,54,99
35059,56,249
35059,61,19
35059,62,249
35059,71,19
35059,72,180
35059,81,58
35061,0,11114
35061,11,19
35061,21,99
35061,22,99
35061,23,824
35061,31,810
35061,42,139
35061,44,2493
35061,48,999
35061,51,47
35061,52,316
35061,53,151
35061,54,332
35061,55,19
35061,56,267
35061,61,99
35061,62,2744
35061,71,64
35061,72,1354
35061,81,492
36000,0,81141
36000,11,19
36000,21,249
36000,23,2499
36000,42,3275
36000,44,19
36000,51,218
36000,52,4874
36000,54,11065
36000,55,99
36000,56,58897
36000,61,19
36000,62,2499
36000,71,19
36000,81,19
36001,0,168693
36001,11,8
36001,21,111
36001,22,714
36001,23,7424
36001,31,7349
36001,42,7215
36001,44,21887
36001,48,4351
36001,51,6364
36001,52,13556
36001,53,2859
36001,54,15139
36001,55,2859
36001,56,10729
36001,61,9632
36001,62,31673
36001,71,2530
36001,72,15059
36001,81,9219
36001,99,19
36003,0,13204
36003,11,99
36003,21,39
36003,22,66
36003,23,499
36003,31,3187
36003,42,102
36003,44,1385
36003,48,86
36003,51,141
36003,52,205
36003,53,99
36003,54,255
36003,55,99
36003,56,99
36003,61,4999
36003,62,1951
36003,71,499
36003,72,1192
36003,81,521
36005,0,223386
36005,11,19
36005,21,19
36005,22,2499
36005,23,9892
36005,31,7168
36005,42,10451
36005,44,23949
36005,48,7006
36005,51,4999
36005,52,3943
36005,53,8994
36005,54,3876
36005,55,1054
36005,56,8047
36005,61,17750
36005,62,90956
36005,71,4999
36005,72,12140
36005,81,8830
36005,99,99
36007,0,74702
36007,11,19
36007,21,19
36007,22,999
36007,23,2878
36007,31,9816
36007,42,3682
36007,44,11955
36007,48,1711
36007,51,2946
36007,52,2938
36007,53,912
36007,54,4904
36007,55,326
36007,56,4366
36007,61,713
36007,62,14587
36007,71,971
36007,72,7876
36007,81,3124
36007,99,19
36009,0,23922
36009,11,99
36009,21,102
36009,22,78
36009,23,746
36009,31,4167
36009,42,715
36009,44,4159
36009,48,435
36009,51,321
36009,52,620
36009,53,214
36009,54,495
36009,55,997
36009,56,698
36009,61,999
36009,62,3551
36009,71,456
36009,72,4138
36009,81,1156
36009,99,19
36011,0,18002
36011,11,15
36011,21,19
36011,22,99
36011,23,862
36011,31,3083
36011,42,842
36011,44,3691
36011,48,648
36011,51,439
36011,52,351
36011,53,175
36011,54,580
36011,55,99
36011,56,671
36011,61,678
36011,62,2955
36011,71,499
36011,72,1899
36011,81,641
36011,99,19
36013,0,43560
36013,11,99
36013,21,125
36013,22,334
36013,23,1748
36013,31,10136
36013,42,1631
36013,44,6561
36013,48,1016
36013,51,758
36013,52,955
36013,53,445
36013,54,1081
36013,55,75
36013,56,1589
36013,61,499
36013,62,8619
36013,71,674
36013,72,5393
36013,81,2128
36013,99,7
36015,0,32016
36015,11,6
36015,21,99
36015,22,249
36015,23,1239
36015,31,5986
36015,42,1263
36015,44,5385
36015,48,881
36015,51,999
36015,52,1085
36015,53,401
36015,54,754
36015,55,249
36015,56,1545
36015,61,2499
36015,62,6936
36015,71,451
36015,72,2955
36015,81,1167
36015,99,19
36017,0,11316
36017,11,99
36017,21,19
36017,22,19
36017,23,252
36017,31,2519
36017,42,222
36017,44,2106
36017,48,186
36017,51,499
36017,52,1126
36017,53,85
36017,54,356
36017,55,499
36017,56,999
36017,61,99
36017,62,1731
36017,71,200
36017,72,690
36017,81,389
36017,99,19
36019,0,25590
36019,11,99
36019,21,8
36019,22,249
36019,23,957
36019,31,3497
36019,42,1176
36019,44,5113
36019,48,1841
36019,51,588
36019,52,465
36019,53,335
36019,54,2499
36019,55,80
36019,56,1096
36019,61,166
36019,62,5133
36019,71,231
36019,72,2379
36019,81,789
36021,0,14811
36021,11,24
36021,21,99
36021,22,99
36021,23,824
36021,31,1496
36021,42,813
36021,44,2378
36021,48,497
36021,51,353
36021,52,499
36021,53,140
36021,54,838
36021,55,57
36021,56,393
36021,61,304
36021,62,4043
36021,71,293
36021,72,1318
36021,81,566
36021,99,19
36023,0,14271
36023,11,19
36023,21,19
36023,22,99
36023,23,393
36023,31,2668
36023,42,381
36023,44,2141
36023,48,182
36023,51,249
36023,52,365
36023,53,342
36023,54,999
36023,55,249
36023,56,363
36023,61,99
36023,62,3002
36023,71,999
36023,72,2066
36023,81,625
36025,0,12390
36025,11,28
36025,21,99
36025,22,66
36025,23,459
36025,31,4741
36025,42,383
36025,44,1594
36025,48,123
36025,51,221
36025,52,452
36025,53,249
36025,54,218
36025,55,86
36025,56,53
36025,61,249
36025,62,2047
36025,71,249
36025,72,954
36025,81,519
36027,0,94659
36027,11,137
36027,21,499
36027,22,699
36027,23,4692
36027,31,12969
36027,42,2141
36027,44,14265
36027,48,2025
36027,51,1663
36027,52,3172
36027,53,1600
36027,54,4093
36027,55,999
36027,56,3831
36027,61,10658
36027,62,18224
36027,71,1617
36027,72,8346
36027,81,3423
36027,99,19
36029,0,400380
36029,11,36
36029,21,316
36029,22,1836
36029,23,14906
36029,31,44328
36029,42,22299
36029,44,53120
36029,48,12023
36029,51,7300
36029,52,28047
36029,53,6109
36029,54,23998
36029,55,9203
36029,56,28452
36029,61,12995
36029,62,72554
36029,71,4863
36029,72,39344
36029,81,18612
36029,99,99
36031,0,9766
36031,11,39
36031,21,249
36031,22,19
36031,23,614
36031,31,999
36031,42,127
36031,44,1815
36031,48,96
36031,51,249
36031,52,249
36031,53,93
36031,54,212
36031,55,249
36031,56,249
36031,61,617
36031,62,1879
36031,71,204
36031,72,2129
36031,81,462
36031,99,19
36033,0,10635
36033,11,82
36033,21,19
36033,22,99
36033,23,508
36033,31,999
36033,42,261
36033,44,1982
36033,48,113
36033,51,172
36033,52,259
36033,53,130
36033,54,401
36033,55,19
36033,56,140
36033,61,533
36033,62,3064
36033,71,1135
36033,72,916
36033,81,396
36033,99,19
36035,0,14113
36035,11,19
36035,21,19
36035,22,249
36035,23,513
36035,31,1961
36035,42,999
36035,44,2270
36035,48,1604
36035,51,499
36035,52,305
36035,53,177
36035,54,309
36035,55,249
36035,56,267
36035,61,99
36035,62,3240
36035,71,229
36035,72,1000
36035,81,643
36037,0,15765
36037,11,19
36037,21,56
36037,22,99
36037,23,689
36037,31,2786
36037,42,1165
36037,44,2805
36037,48,527
36037,51,244
36037,52,377
36037,53,194
36037,54,377
36037,55,19
36037,56,867
36037,61,91
36037,62,1947
36037,71,999
36037,72,1666
36037,81,1001
36037,99,19
36039,0,11541
36039,11,26
36039,21,19
36039,22,99
36039,23,609
36039,31,944
36039,42,999
36039,44,2374
36039,48,441
36039,51,190
36039,52,337
36039,53,249
36039,54,241
36039,55,19
36039,56,181
36039,61,19
36039,62,1172
36039,71,799
36039,72,2507
36039,81,481
36041,0,826
36041,11,30
36041,21,19
36041,23,105
36041,31,99
36041,44,151
36041,48,99
36041,51,13
36041,52,19
36041,53,19
36041,54,19
36041,55,19
36041,56,19
36041,61,19
36041,62,99
36041,71,94
36041,72,169
36041,81,94
36043,0,12100
36043,11,19
36043,21,18
36043,22,99
36043,23,494
36043,31,2835
36043,42,577
36043,44,2229
36043,48,251
36043,51,249
36043,52,270
36043,53,138
36043,54,248
36043,55,99
36043,56,176
36043,61,31
36043,62,2387
36043,71,249
36043,72,1299
36043,81,745
36043,99,19
36045,0,29392
36045,11,19
36045,21,19
36045,22,224
36045,23,2548
36045,31,2451
36045,42,1054
36045,44,6735
36045,48,844
36045,51,865
36045,52,816
36045,53,626
36045,54,931
36045,55,185
36045,56,1424
36045,61,210
36045,62,5684
36045,71,263
36045,72,3200
36045,81,1297
36045,99,19
36047,0,484947
36047,11,19
36047,21,19
36047,22,4268
36047,23,25589
36047,31,21878
36047,42,26436
36047,44,57072
36047,48,18092
36047,51,8229
36047,52,17152
36047,53,13289
36047,54,15262
36047,55,1552
36047,56,23858
36047,61,28247
36047,62,165791
36047,71,5987
36047,72,26678
36047,81,25422
36047,99,123
36049,0,4590
36049,11,69
36049,21,19
36049,22,46
36049,23,195
36049,31,1299
36049,42,123
36049,44,779
36049,48,249
36049,51,99
36049,52,91
36049,53,45
36049,54,104
36049,55,99
36049,56,99
36049,61,19
36049,62,868
36049,71,99
36049,72,453
36049,81,235
36049,99,19
36051,0,12684
36051,11,25
36051,21,19
36051,22,99
36051,23,626
36051,31,2260
36051,42,533
36051,44,2644
36051,48,210
36051,51,499
36051,52,256
36051,53,199
36051,54,370
36051,55,65
36051,56,267
36051,61,99
36051,62,2045
36051,71,89
36051,72,1865
36051,81,850
36053,0,17519
36053,11,249
36053,21,19
36053,22,21
36053,23,670
36053,31,2517
36053,42,413
36053,44,2700
36053,48,169
36053,51,191
36053,52,556
36053,53,136
36053,54,779
36053,55,499
36053,56,397
36053,61,2499
36053,62,2967
36053,71,219
36053,72,2095
36053,81,616
36053,99,19
36055,0,336930
36055,11,99
36055,21,99
36055,22,2499
36055,23,11112
36055,31,41425
36055,42,17213
36055,44,40274
36055,48,8032
36055,51,12791
36055,52,12516
36055,53,6623
36055,54,20526
36055,55,14891
36055,56,22050
36055,61,49999
36055,62,57427
36055,71,6128
36055,72,25053
36055,81,12139
36055,99,19
36057,0,15256
36057,11,19
36057,21,57
36057,22,19
36057,23,317
36057,31,3232
36057,42,473
36057,44,2416
36057,48,1380
36057,51,311
36057,52,376
36057,53,101
36057,54,319
36057,55,192
36057,56,121
36057,61,83
36057,62,4161
36057,71,89
36057,72,979
36057,81,642
36057,99,19
36059,0,512737
36059,11,439
36059,21,44
36059,22,4999
36059,23,26898
36059,31,19203
36059,42,30341
36059,44,76116
36059,48,16054
36059,51,13573
36059,52,37495
36059,53,9711
36059,54,39602
36059,55,11928
36059,56,30505
36059,61,22946
36059,62,97797
36059,71,10165
36059,72,39399
36059,81,27861
36059,99,249
36061,0,1996595
36061,11,232
36061,21,99
36061,22,9999
36061,23,31216
36061,31,22802
36061,42,89101
36061,44,128239
36061,48,18050
36061,51,150510
36061,52,295668
36061,53,66661
36061,54,279850
36061,55,79619
36061,56,135619
36061,61,115107
36061,62,232961
36061,71,64750
36061,72,177613
36061,81,101535
36061,99,499
36063,0,57730
36063,11,19
36063,21,19
36063,22,409
36063,23,2451
36063,31,8737
36063,42,2211
36063,44,9814
36063,48,2235
36063,51,747
36063,52,1123
36063,53,536
36063,54,1897
36063,55,859
36063,56,3354
36063,61,2499
36063,62,9590
36063,71,823
36063,72,8134
36063,81,2864
36063,99,19
36065,0,89433
36065,11,99
36065,21,99
36065,22,249
36065,23,2298
36065,31,10690
36065,42,2136
36065,44,11871
36065,48,4146
36065,51,2699
36065,52,7327
36065,53,797
36065,54,3922
36065,55,601
36065,56,3510
36065,61,3204
36065,62,20331
36065,71,926
36065,72,10772
36065,81,3893
36065,99,19
36067,0,212993
36067,11,27
36067,21,99
36067,22,2499
36067,23,9298
36067,31,21495
36067,42,13776
36067,44,27769
36067,48,8076
36067,51,5339
36067,52,13824
36067,53,3544
36067,54,16169
36067,55,3322
36067,56,11143
36067,61,11701
36067,62,35557
36067,71,3018
36067,72,17780
36067,81,9206
36067,99,1
36069,0,42307
36069,11,19
36069,21,99
36069,22,99
36069,23,2480
36069,31,6629
36069,42,1313
36069,44,8920
36069,48,1062
36069,51,850
36069,52,846
36069,53,437
36069,54,1703
36069,55,499
36069,56,1586
36069,61,2499
36069,62,7169
36069,71,1251
36069,72,4543
36069,81,1498
36071,0,100407
36071,11,92
36071,21,45
36071,22,999
36071,23,4500
36071,31,6802
36071,42,7483
36071,44,21303
36071,48,4790
36071,51,2456
36071,52,3789
36071,53,1479
36071,54,5155
36071,55,1025
36071,56,4532
36071,61,2296
36071,62,18978
36071,71,1589
36071,72,8093
36071,81,5216
36071,99,19
36073,0,7997
36073,11,99
36073,21,36
36073,22,99
36073,23,223
36073,31,2067
36073,42,243
36073,44,1242
36073,48,153
36073,51,105
36073,52,999
36073,53,37
36073,54,132
36073,55,19
36073,56,132
36073,61,19
36073,62,1504
36073,71,99
36073,72,614
36073,81,356
36075,0,23616
36075,11,19
36075,21,19
36075,22,1992
36075,23,1069
36075,31,3018
36075,42,508
36075,44,4481
36075,48,439
36075,51,234
36075,52,658
36075,53,229
36075,54,579
36075,55,8
36075,56,788
36075,61,208
36075,62,4848
36075,71,286
36075,72,3320
36075,81,931
36075,99,19
36077,0,17962
36077,11,19
36077,21,19
36077,22,249
36077,23,346
36077,31,860
36077,42,437
36077,44,3385
36077,48,227
36077,51,340
36077,52,2499
36077,53,157
36077,54,584
36077,55,91
36077,56,268
36077,61,916
36077,62,4900
36077,71,645
36077,72,2362
36077,81,792
36079,0,21142
36079,11,19
36079,21,99
36079,22,249
36079,23,2303
36079,31,1643
36079,42,898
36079,44,2959
36079,48,445
36079,51,410
36079,52,665
36079,53,303
36079,54,1207
36079,55,332
36079,56,1017
36079,61,371
36079,62,4365
36079,71,960
36079,72,1623
36079,81,1461
36079,99,19
36081,0,485341
36081,11,19
36081,21,19
36081,22,3059
36081,23,46681
36081,31,24312
36081,42,26066
36081,44,54040
36081,48,57981
36081,51,7821
36081,52,17477
36081,53,12524
36081,54,11687
36081,55,3388
36081,56,24498
36081,61,15314
36081,62,114388
36081,71,5937
36081,72,35480
36081,81,24606
36081,99,65
36083,0,41085
36083,11,19
36083,21,99
36083,22,499
36083,23,2391
36083,31,2536
36083,42,946
36083,44,5869
36083,48,1090
36083,51,1322
36083,52,1688
36083,53,445
36083,54,3029
36083,55,320
36083,56,1069
36083,61,5029
36083,62,8719
36083,71,600
36083,72,3727
36083,81,1810
36083,99,19
36085,0,91660
36085,22,765
36085,23,7062
36085,31,1140
36085,42,1793
36085,44,15012
36085,48,5261
36085,51,2013
36085,52,2806
36085,53,1052
36085,54,3447
36085,55,999
36085,56,3351
36085,61,4505
36085,62,28777
36085,71,1543
36085,72,7378
36085,81,4839
36085,99,19
36087,0,99816
36087,11,99
36087,21,249
36087,22,1232
36087,23,5428
36087,31,9828
36087,42,6128
36087,44,13030
36087,48,2128
36087,51,4999
36087,52,3547
36087,53,1610
36087,54,7089
36087,55,2499
36087,56,4296
36087,61,4588
36087,62,21350
36087,71,1836
36087,72,7265
36087,81,6001
36087,99,13
36089,0,27527
36089,11,249
36089,21,106
36089,22,208
36089,23,1013
36089,31,2871
36089,42,389
36089,44,5518
36089,48,544
36089,51,373
36089,52,746
36089,53,283
36089,54,629
36089,55,499
36089,56,644
36089,61,4999
36089,62,6346
36089,71,90
36089,72,3055
36089,81,1129
36089,99,2
36091,0,61563
36091,11,129
36091,21,19
36091,22,499
36091,23,4570
36091,31,4646
36091,42,3268
36091,44,11372
36091,48,1475
36091,51,2499
36091,52,4111
36091,53,992
36091,54,3805
36091,55,2499
36091,56,2076
36091,61,4999
36091,62,7869
36091,71,2509
36091,72,7036
36091,81,2361
36091,99,19
36093,0,50635
36093,11,19
36093,21,249
36093,22,249
36093,23,2095
36093,31,4152
36093,42,1137
36093,44,7264
36093,48,1466
36093,51,1298
36093,52,1346
36093,53,671
36093,54,9999
36093,55,4999
36093,56,1278
36093,61,2460
36093,62,10950
36093,71,1347
36093,72,3499
36093,81,1864
36093,99,4
36095,0,5711
36095,11,19
36095,21,19
36095,22,99
36095,23,292
36095,31,268
36095,42,131
36095,44,1171
36095,48,999
36095,51,120
36095,52,243
36095,53,39
36095,54,218
36095,55,27
36095,56,499
36095,61,99
36095,62,1073
36095,71,99
36095,72,567
36095,81,226
36095,99,19
36097,0,3637
36097,11,6
36097,21,249
36097,23,245
36097,31,537
36097,42,99
36097,44,782
36097,48,229
36097,51,99
36097,52,99
36097,53,19
36097,54,31
36097,56,99
36097,61,19
36097,62,999
36097,71,99
36097,72,465
36097,81,161
36099,0,8000
36099,11,19
36099,21,19
36099,22,249
36099,23,293
36099,31,1265
36099,42,361
36099,44,2059
36099,48,55
36099,51,46
36099,52,158
36099,53,78
36099,54,106
36099,55,499
36099,56,499
36099,61,499
36099,62,1277
36099,71,53
36099,72,738
36099,81,343
36099,99,19
36101,0,27992
36101,11,19
36101,21,19
36101,22,173
36101,23,967
36101,31,6289
36101,42,270
36101,44,4264
36101,48,611
36101,51,478
36101,52,1025
36101,53,243
36101,54,2499
36101,55,2499
36101,56,1016
36101,61,162
36101,62,5761
36101,71,476
36101,72,2174
36101,81,1134
36101,99,19
36103,0,550192
36103,11,187
36103,21,178
36103,22,2499
36103,23,39320
36103,31,56006
36103,42,50306
36103,44,78095
36103,48,17996
36103,51,15503
36103,52,24741
36103,53,6893
36103,54,41243
36103,55,9869
36103,56,38232
36103,61,9668
36103,62,90925
36103,71,7940
36103,72,38349
36103,81,23145
36103,99,62
36105,0,17709
36105,11,99
36105,21,43
36105,22,99
36105,23,930
36105,31,953
36105,42,640
36105,44,2942
36105,48,868
36105,51,249
36105,52,847
36105,53,404
36105,54,511
36105,55,249
36105,56,429
36105,61,218
36105,62,4878
36105,71,465
36105,72,1651
36105,81,1357
36105,99,5
36107,0,12973
36107,11,19
36107,21,80
36107,22,19
36107,23,418
36107,31,1567
36107,42,493
36107,44,1340
36107,48,499
36107,51,88
36107,52,247
36107,53,27
36107,54,4999
36107,56,370
36107,61,31
36107,62,1454
36107,71,350
36107,72,827
36107,81,413
36107,99,19
36109,0,45542
36109,11,330
36109,21,249
36109,22,249
36109,23,942
36109,31,2867
36109,42,451
36109,44,5115
36109,48,650
36109,51,768
36109,52,1081
36109,53,625
36109,54,2537
36109,55,438
36109,56,517
36109,61,24999
36109,62,5178
36109,71,405
36109,72,3953
36109,81,1346
36109,99,13
36111,0,45021
36111,11,237
36111,21,99
36111,22,249
36111,23,1956
36111,31,3557
36111,42,1530
36111,44,8731
36111,48,1688
36111,51,885
36111,52,2763
36111,53,727
36111,54,1921
36111,55,249
36111,56,2351
36111,61,742
36111,62,8572
36111,71,822
36111,72,6072
36111,81,1985
36111,99,1
36113,0,31537
36113,11,99
36113,21,223
36113,22,249
36113,23,1157
36113,31,4124
36113,42,807
36113,44,5624
36113,48,273
36113,51,1030
36113,52,2499
36113,53,351
36113,54,843
36113,55,229
36113,56,1869
36113,61,249
36113,62,6801
36113,71,1116
36113,72,3822
36113,81,1500
36113,99,99
36115,0,9498
36115,11,19
36115,21,51
36115,22,19
36115,23,692
36115,31,2800
36115,42,206
36115,44,1845
36115,48,173
36115,51,93
36115,52,249
36115,53,99
36115,54,241
36115,55,99
36115,56,499
36115,61,19
36115,62,1413
36115,71,166
36115,72,669
36115,81,414
36115,99,19
36117,0,19395
36117,11,19
36117,21,99
36117,22,499
36117,23,917
36117,31,5649
36117,42,666
36117,44,3606
36117,48,350
36117,51,179
36117,52,552
36117,53,203
36117,54,581
36117,55,99
36117,56,644
36117,61,287
36117,62,2743
36117,71,178
36117,72,1556
36117,81,683
36117,99,19
36119,0,372772
36119,11,219
36119,21,19
36119,22,4999
36119,23,24955
36119,31,12557
36119,42,18526
36119,44,47480
36119,48,10345
36119,51,13993
36119,52,20591
36119,53,8519
36119,54,27629
36119,55,16761
36119,56,22832
36119,61,17012
36119,62,73448
36119,71,9348
36119,72,24232
36119,81,20850
36119,99,99
36121,0,8670
36121,11,99
36121,21,19
36121,22,19
36121,23,393
36121,31,1901
36121,42,317
36121,44,1399
36121,48,450
36121,51,99
36121,52,499
36121,53,46
36121,54,284
36121,55,19
36121,56,999
36121,61,99
36121,62,1261
36121,71,179
36121,72,763
36121,81,454
36123,0,5090
36123,22,99
36123,23,257
36123,31,759
36123,42,249
36123,44,722
36123,48,104
36123,51,99
36123,52,110
36123,53,87
36123,54,141
36123,56,99
36123,61,999
36123,62,1175
36123,71,99
36123,72,420
36123,81,300
36123,99,19
37000,0,54818
37000,21,27
37000,23,999
37000,42,1561
37000,44,19
37000,51,273
37000,52,1950
37000,54,2828
37000,55,19
37000,56,45818
37000,61,19
37000,62,1364
37000,81,19
37001,0,49711
37001,11,19
37001,21,99
37001,22,105
37001,23,2998
37001,31,10201
37001,42,1938
37001,44,7861
37001,48,857
37001,51,368
37001,52,1563
37001,53,404
37001,54,1295
37001,55,499
37001,56,2278
37001,61,4999
37001,62,7341
37001,71,596
37001,72,5918
37001,81,2226
37001,99,1
37003,0,7259
37003,11,19
37003,21,19
37003,22,99
37003,23,265
37003,31,3591
37003,42,137
37003,44,845
37003,48,161
37003,51,24
37003,52,158
37003,53,99
37003,54,127
37003,56,166
37003,62,570
37003,71,99
37003,72,605
37003,81,458
37003,99,19
37005,0,2268
37005,11,19
37005,21,19
37005,22,99
37005,23,239
37005,31,999
37005,42,99
37005,44,330
37005,48,99
37005,51,99
37005,52,99
37005,53,19
37005,54,99
37005,55,99
37005,56,19
37005,62,513
37005,71,89
37005,72,185
37005,81,99
37007,0,4781
37007,11,104
37007,21,99
37007,22,99
37007,23,260
37007,31,1366
37007,42,499
37007,44,769
37007,48,249
37007,51,48
37007,52,99
37007,53,19
37007,54,132
37007,55,19
37007,56,249
37007,61,19
37007,62,586
37007,71,19
37007,72,465
37007,81,146
37007,99,19
37009,0,5817
37009,11,8
37009,21,19
37009,22,99
37009,23,783
37009,31,2499
37009,42,249
37009,44,1104
37009,48,56
37009,51,227
37009,52,172
37009,53,98
37009,54,82
37009,55,99
37009,56,43
37009,62,1137
37009,71,99
37009,72,571
37009,81,188
37011,0,4693
37011,11,19
37011,21,19
37011,22,99
37011,23,403
37011,31,234
37011,42,109
37011,44,833
37011,48,193
37011,51,38
37011,52,85
37011,53,105
37011,54,80
37011,55,19
37011,56,81
37011,61,249
37011,62,832
37011,71,419
37011,72,640
37011,81,347
37013,0,13162
37013,11,146
37013,22,99
37013,23,697
37013,31,2923
37013,42,440
37013,44,2324
37013,48,343
37013,51,181
37013,52,362
37013,53,94
37013,54,384
37013,55,249
37013,56,675
37013,61,152
37013,62,2421
37013,71,115
37013,72,1194
37013,81,541
37013,99,19
37015,0,5169
37015,11,93
37015,22,19
37015,23,124
37015,31,2499
37015,42,147
37015,44,368
37015,48,99
37015,51,19
37015,52,76
37015,53,99
37015,54,99
37015,55,19
37015,56,99
37015,61,99
37015,62,1502
37015,71,99
37015,72,177
37015,81,307
37015,99,19
37017,0,10974
37017,11,159
37017,22,99
37017,23,225
37017,31,9999
37017,42,160
37017,44,855
37017,48,108
37017,51,23
37017,52,249
37017,53,51
37017,54,249
37017,55,99
37017,56,460
37017,62,1440
37017,71,3
37017,72,420
37017,81,306
37019,0,23533
37019,11,99
37019,22,999
37019,23,2208
37019,31,4999
37019,42,549
37019,44,4314
37019,48,367
37019,51,403
37019,52,792
37019,53,507
37019,54,614
37019,55,19
37019,56,1150
37019,61,234
37019,62,3283
37019,71,1147
37019,72,3166
37019,81,868
37021,0,98997
37021,11,19
37021,21,98
37021,22,499
37021,23,5726
37021,31,9852
37021,42,3711
37021,44,14745
37021,48,1939
37021,51,1928
37021,52,2658
37021,53,1514
37021,54,3995
37021,55,1778
37021,56,5875
37021,61,3126
37021,62,20990
37021,71,1928
37021,72,14083
37021,81,4742
37021,99,9
37023,0,23033
37023,11,19
37023,21,19
37023,22,99
37023,23,691
37023,31,8645
37023,42,603
37023,44,2616
37023,48,455
37023,51,116
37023,52,403
37023,53,249
37023,54,462
37023,55,306
37023,56,478
37023,61,67
37023,62,4302
37023,71,158
37023,72,2560
37023,81,940
37023,99,19
37025,0,58666
37025,11,25
37025,21,99
37025,22,99
37025,23,3644
37025,31,7137
37025,42,2932
37025,44,10598
37025,48,1638
37025,51,1163
37025,52,921
37025,53,626
37025,54,1740
37025,55,1225
37025,56,2987
37025,61,512
37025,62,10054
37025,71,2754
37025,72,7734
37025,81,2828
37025,99,19
37027,0,19649
37027,11,19
37027,21,20
37027,22,249
37027,23,843
37027,31,6298
37027,42,649
37027,44,2923
37027,48,757
37027,51,249
37027,52,483
37027,53,163
37027,54,443
37027,55,245
37027,56,600
37027,61,99
37027,62,3177
37027,71,159
37027,72,1629
37027,81,879
37027,99,19
37029,0,824
37029,11,65
37029,22,19
37029,23,114
37029,31,99
37029,42,19
37029,44,113
37029,48,249
37029,51,19
37029,52,19
37029,53,19
37029,54,30
37029,56,39
37029,61,19
37029,62,31
37029,71,19
37029,72,99
37029,81,125
37031,0,18188
37031,11,19
37031,22,136
37031,23,1396
37031,31,1103
37031,42,499
37031,44,4127
37031,48,324
37031,51,347
37031,52,538
37031,53,509
37031,54,617
37031,55,249
37031,56,591
37031,61,218
37031,62,2902
37031,71,507
37031,72,3269
37031,81,938
37031,99,19
37033,0,1808
37033,11,99
37033,23,225
37033,31,499
37033,42,59
37033,44,253
37033,48,38
37033,51,19
37033,52,52
37033,53,19
37033,54,43
37033,56,99
37033,61,19
37033,62,465
37033,71,19
37033,72,148
37033,81,140
37035,0,76532
37035,11,19
37035,21,99
37035,22,499
37035,23,2710
37035,31,23226
37035,42,6435
37035,44,9743
37035,48,3440
37035,51,749
37035,52,1448
37035,53,631
37035,54,1754
37035,55,932
37035,56,3340
