Combo.FIPS,CBP.2.Digit.NAICS,employees
8089,42,260
8089,44,935
8089,48,108
8089,51,99
8089,52,187
8089,53,249
8089,54,112
8089,56,228
8089,62,2499
8089,71,99
8089,72,531
8089,81,170
8089,99,19
8091,0,1060
8091,21,19
8091,22,29
8091,23,214
8091,31,19
8091,42,19
8091,44,249
8091,48,10
8091,51,99
8091,52,99
8091,53,19
8091,54,99
8091,56,19
8091,61,8
8091,62,99
8091,71,99
8091,72,297
8091,81,45
8091,99,19
8093,0,1292
8093,11,1
8093,21,19
8093,22,19
8093,23,206
8093,31,70
8093,42,18
8093,44,221
8093,48,19
8093,51,99
8093,52,99
8093,53,99
8093,54,99
8093,55,19
8093,56,249
8093,61,99
8093,62,99
8093,71,24
8093,72,184
8093,81,125
8095,0,956
8095,11,19
8095,21,19
8095,22,99
8095,23,99
8095,31,25
8095,42,99
8095,44,145
8095,48,45
8095,51,99
8095,52,57
8095,53,19
8095,54,19
8095,56,19
8095,61,19
8095,62,499
8095,71,99
8095,72,61
8095,81,99
8097,0,16278
8097,11,19
8097,21,99
8097,22,19
8097,23,923
8097,31,147
8097,42,99
8097,44,1649
8097,48,249
8097,51,126
8097,52,287
8097,53,1277
8097,54,960
8097,55,257
8097,56,838
8097,61,366
8097,62,744
8097,71,4999
8097,72,4556
8097,81,809
8097,99,5
8099,0,2972
8099,11,19
8099,21,99
8099,22,34
8099,23,144
8099,31,172
8099,42,123
8099,44,999
8099,48,99
8099,51,99
8099,52,230
8099,53,49
8099,54,99
8099,55,99
8099,56,99
8099,61,19
8099,62,628
8099,71,19
8099,72,342
8099,81,114
8099,99,1
8101,0,46927
8101,11,19
8101,21,99
8101,22,999
8101,23,3778
8101,31,3736
8101,42,1051
8101,44,7722
8101,48,1143
8101,51,1503
8101,52,1368
8101,53,653
8101,54,1427
8101,55,249
8101,56,2951
8101,61,623
8101,62,11707
8101,71,647
8101,72,5671
8101,81,2123
8103,0,1951
8103,11,19
8103,21,499
8103,22,46
8103,23,271
8103,31,36
8103,42,34
8103,44,260
8103,48,117
8103,51,99
8103,52,99
8103,53,99
8103,54,44
8103,55,19
8103,56,46
8103,62,249
8103,71,25
8103,72,217
8103,81,54
8105,0,2730
8105,11,392
8105,22,99
8105,23,163
8105,31,57
8105,42,369
8105,44,429
8105,48,19
8105,51,45
8105,52,129
8105,53,99
8105,54,75
8105,56,249
8105,62,399
8105,71,50
8105,72,267
8105,81,132
8107,0,18179
8107,11,19
8107,21,999
8107,22,249
8107,23,6433
8107,31,122
8107,42,279
8107,44,1653
8107,48,348
8107,51,183
8107,52,283
8107,53,752
8107,54,591
8107,55,99
8107,56,533
8107,61,210
8107,62,1188
8107,71,260
8107,72,4245
8107,81,395
8107,99,19
8109,0,778
8109,11,99
8109,21,19
8109,22,19
8109,23,44
8109,31,249
8109,42,235
8109,44,88
8109,48,21
8109,52,23
8109,53,19
8109,54,19
8109,56,19
8109,61,19
8109,62,48
8109,71,19
8109,72,46
8109,81,88
8111,0,196
8111,21,19
8111,22,19
8111,23,37
8111,31,19
8111,44,31
8111,48,19
8111,53,19
8111,54,19
8111,56,19
8111,62,19
8111,71,19
8111,72,47
8111,81,19
8113,0,4704
8113,11,19
8113,21,99
8113,22,18
8113,23,637
8113,31,136
8113,42,19
8113,44,460
8113,48,32
8113,51,78
8113,52,88
8113,53,197
8113,54,375
8113,55,19
8113,56,172
8113,61,144
8113,62,126
8113,71,999
8113,72,1329
8113,81,249
8115,0,432
8115,22,19
8115,23,19
8115,31,37
8115,42,29
8115,44,127
8115,48,8
8115,51,19
8115,52,99
8115,53,19
8115,54,14
8115,56,24
8115,62,99
8115,71,19
8115,72,99
8115,81,19
8117,0,21403
8117,11,19
8117,21,19
8117,22,99
8117,23,1168
8117,31,129
8117,42,249
8117,44,3018
8117,48,154
8117,51,134
8117,52,292
8117,53,1785
8117,54,676
8117,55,99
8117,56,739
8117,61,499
8117,62,894
8117,71,9999
8117,72,5901
8117,81,419
8117,99,19
8119,0,5115
8119,11,19
8119,21,499
8119,22,99
8119,23,317
8119,31,99
8119,42,78
8119,44,721
8119,48,99
8119,51,99
8119,52,165
8119,53,96
8119,54,258
8119,55,19
8119,56,95
8119,61,99
8119,62,432
8119,71,704
8119,72,1401
8119,81,278
8119,99,19
8121,0,475
8121,11,19
8121,21,19
8121,22,99
8121,23,99
8121,31,99
8121,42,99
8121,44,81
8121,48,25
8121,51,19
8121,52,37
8121,53,19
8121,54,22
8121,56,19
8121,62,31
8121,71,19
8121,72,19
8121,81,99
8123,0,66870
8123,11,121
8123,21,1728
8123,22,297
8123,23,9427
8123,31,11496
8123,42,3336
8123,44,8049
8123,48,1696
8123,51,2026
8123,52,4019
8123,53,783
8123,54,1886
8123,55,1268
8123,56,3065
8123,61,396
8123,62,7992
8123,71,774
8123,72,5951
8123,81,2536
8123,99,24
8125,0,2861
8125,11,99
8125,21,380
8125,22,19
8125,23,106
8125,31,86
8125,42,184
8125,44,525
8125,48,92
8125,51,32
8125,52,249
8125,53,99
8125,54,74
8125,55,19
8125,56,19
8125,61,19
8125,62,593
8125,71,8
8125,72,289
8125,81,99
8125,99,1
9000,0,6262
9000,21,19
9000,42,821
9000,44,19
9000,51,249
9000,52,632
9000,54,417
9000,55,99
9000,56,3922
9000,62,249
9001,0,407342
9001,11,124
9001,21,249
9001,22,2278
9001,23,12309
9001,31,37795
9001,42,25889
9001,44,48617
9001,48,9270
9001,51,11882
9001,52,39793
9001,53,7213
9001,54,37828
9001,55,18265
9001,56,27989
9001,61,12607
9001,62,60274
9001,71,9564
9001,72,27320
9001,81,18030
9001,99,46
9003,0,449294
9003,11,99
9003,21,155
9003,22,4999
9003,23,15926
9003,31,52544
9003,42,23379
9003,44,49258
9003,48,13651
9003,51,11677
9003,52,62101
9003,53,5948
9003,54,29488
9003,55,10731
9003,56,26214
9003,61,11548
9003,62,76086
9003,71,5687
9003,72,31924
9003,81,19971
9003,99,74
9005,0,52370
9005,11,99
9005,21,117
9005,22,179
9005,23,3237
9005,31,9259
9005,42,1681
9005,44,8443
9005,48,1257
9005,51,915
9005,52,1465
9005,53,511
9005,54,1651
9005,55,730
9005,56,1818
9005,61,2936
9005,62,9619
9005,71,1477
9005,72,4362
9005,81,2660
9005,99,19
9007,0,61152
9007,11,7
9007,21,19
9007,22,352
9007,23,2806
9007,31,8961
9007,42,2243
9007,44,8060
9007,48,938
9007,51,925
9007,52,9999
9007,53,919
9007,54,2477
9007,55,471
9007,56,1595
9007,61,3649
9007,62,13752
9007,71,1358
9007,72,5227
9007,81,2232
9007,99,2
9009,0,327054
9009,11,20
9009,21,249
9009,22,1898
9009,23,13088
9009,31,36209
9009,42,17665
9009,44,42257
9009,48,7694
9009,51,8722
9009,52,12260
9009,53,5513
9009,54,16064
9009,55,7671
9009,56,15387
9009,61,29322
9009,62,70574
9009,71,3790
9009,72,25055
9009,81,13719
9009,99,99
9011,0,104745
9011,11,99
9011,21,19
9011,22,2499
9011,23,3011
9011,31,24999
9011,42,2222
9011,44,14072
9011,48,2937
9011,51,1933
9011,52,2194
9011,53,782
9011,54,5785
9011,55,302
9011,56,3100
9011,61,3178
9011,62,16307
9011,71,1960
9011,72,29205
9011,81,3801
9011,99,19
9013,0,30274
9013,11,45
9013,21,19
9013,22,99
9013,23,1764
9013,31,3813
9013,42,999
9013,44,4722
9013,48,999
9013,51,680
9013,52,651
9013,53,419
9013,54,1092
9013,55,99
9013,56,3479
9013,61,269
9013,62,5854
9013,71,387
9013,72,3726
9013,81,1620
9013,99,19
9015,0,29798
9015,11,19
9015,21,99
9015,22,204
9015,23,938
9015,31,5512
9015,42,1113
9015,44,4709
9015,48,2417
9015,51,322
9015,52,689
9015,53,191
9015,54,532
9015,55,561
9015,56,673
9015,61,895
9015,62,6851
9015,71,192
9015,72,2918
9015,81,998
9015,99,11
10000,0,601
10000,42,177
10000,44,19
10000,51,19
10000,52,249
10000,54,249
10000,56,116
10000,62,19
10001,0,48947
10001,11,29
10001,21,19
10001,22,286
10001,23,2777
10001,31,4918
10001,42,1016
10001,44,9072
10001,48,4824
10001,51,1043
10001,52,1339
10001,53,2499
10001,54,1918
10001,55,499
10001,56,2456
10001,61,999
10001,62,8129
10001,71,1346
10001,72,5513
10001,81,1782
10001,99,19
10003,0,262628
10003,11,36
10003,21,14
10003,22,1962
10003,23,13925
10003,31,14655
10003,42,15269
10003,44,30060
10003,48,6327
10003,51,6530
10003,52,35528
10003,53,3285
10003,54,19657
10003,55,13389
10003,56,21476
10003,61,6252
10003,62,39331
10003,71,4551
10003,72,19982
10003,81,10368
10003,99,99
10005,0,58670
10005,11,87
10005,21,19
10005,22,374
10005,23,3807
10005,31,10837
10005,42,1395
10005,44,11995
10005,48,1492
10005,51,744
10005,52,1948
10005,53,1548
10005,54,1623
10005,55,283
10005,56,1842
10005,61,359
10005,62,10015
10005,71,744
10005,72,7094
10005,81,2465
10005,99,19
11001,0,466550
11001,11,19
11001,21,99
11001,22,2499
11001,23,6511
11001,31,1800
11001,42,5056
11001,44,19122
11001,48,3110
11001,51,21728
11001,52,16939
11001,53,9075
11001,54,89927
11001,55,7216
11001,56,35116
11001,61,48409
11001,62,67587
11001,71,6555
11001,72,54967
11001,81,71424
11001,99,99
12000,0,846825
12000,21,65
12000,22,99
12000,23,2499
12000,42,3801
12000,44,19
12000,48,19
12000,51,680
12000,52,5217
12000,53,10
12000,54,11909
12000,55,14
12000,56,821998
12000,61,249
12000,62,999
12000,71,99
12000,81,99
12001,0,82708
12001,11,99
12001,21,99
12001,22,499
12001,23,4074
12001,31,3631
12001,42,1950
12001,44,13501
12001,48,2078
12001,51,2171
12001,52,4139
12001,53,1751
12001,54,4935
12001,55,600
12001,56,3926
12001,61,1844
12001,62,20606
12001,71,1020
12001,72,11767
12001,81,4228
12001,99,19
12003,0,5413
12003,11,28
12003,22,19
12003,23,384
12003,31,154
12003,42,99
12003,44,804
12003,48,2499
12003,51,104
12003,52,131
12003,53,99
12003,54,106
12003,55,99
12003,56,78
12003,61,19
12003,62,1837
12003,71,99
12003,72,423
12003,81,234
12005,0,54350
12005,11,111
12005,21,99
12005,22,499
12005,23,2955
12005,31,3285
12005,42,1763
12005,44,10226
12005,48,852
12005,51,1051
12005,52,2655
12005,53,1140
12005,54,3310
12005,55,425
12005,56,2999
12005,61,496
12005,62,9161
12005,71,725
12005,72,10100
12005,81,2709
12005,99,19
12007,0,4321
12007,11,19
12007,21,249
12007,23,239
12007,31,249
12007,42,71
12007,44,920
12007,48,499
12007,51,19
12007,52,249
12007,53,99
12007,54,135
12007,56,77
12007,61,99
12007,62,936
12007,71,24
12007,72,583
12007,81,325
12007,99,19
12009,0,165707
12009,11,19
12009,21,99
12009,22,499
12009,23,8081
12009,31,19994
12009,42,3822
12009,44,25074
12009,48,9999
12009,51,2749
12009,52,5538
12009,53,2473
12009,54,13099
12009,55,2210
12009,56,14200
12009,61,4114
12009,62,26491
12009,71,3155
12009,72,17792
12009,81,6911
12009,99,19
12011,0,610674
12011,11,140
12011,21,111
12011,22,999
12011,23,34525
12011,31,23288
12011,42,37913
12011,44,92363
12011,48,21012
12011,51,18850
12011,52,33392
12011,53,18994
12011,54,47802
12011,55,11422
12011,56,54532
12011,61,17992
12011,62,88918
12011,71,11589
12011,72,68212
12011,81,28589
12011,99,77
12013,0,1565
12013,11,94
12013,23,131
12013,31,99
12013,42,30
12013,44,282
12013,48,11
12013,51,99
12013,52,55
12013,53,11
12013,54,13
12013,56,19
12013,62,518
12013,71,19
12013,72,244
12013,81,91
12013,99,19
12015,0,40953
12015,21,99
12015,22,99
12015,23,2143
12015,31,400
12015,42,588
12015,44,7998
12015,48,399
12015,51,457
12015,52,1197
12015,53,651
12015,54,1244
12015,55,9999
12015,56,1662
12015,61,172
12015,62,7990
12015,71,709
12015,72,4338
12015,81,1458
12015,99,19
12017,0,24719
12017,11,99
12017,21,99
12017,22,2499
12017,23,1444
12017,31,294
12017,42,499
12017,44,5308
12017,48,99
12017,51,380
12017,52,999
12017,53,703
12017,54,798
12017,55,25
12017,56,1699
12017,61,133
12017,62,7067
12017,71,518
12017,72,2410
12017,81,1348
12017,99,19
12019,0,36229
12019,11,249
12019,21,99
12019,22,499
12019,23,2122
12019,31,1257
12019,42,693
12019,44,8480
12019,48,947
12019,51,791
12019,52,973
12019,53,683
12019,54,2844
12019,55,218
12019,56,1607
12019,61,1109
12019,62,5950
12019,71,1002
12019,72,4972
12019,81,2120
12019,99,19
12021,0,101535
12021,11,2499
12021,21,43
12021,22,249
12021,23,8865
12021,31,2485
12021,42,2326
12021,44,17988
12021,48,1155
12021,51,1203
12021,52,3737
12021,53,3183
12021,54,5096
12021,55,999
12021,56,5832
12021,61,1918
12021,62,15124
12021,71,5918
12021,72,17665
12021,81,5660
12021,99,15
12023,0,17039
12023,11,99
12023,21,99
12023,22,99
12023,23,1585
12023,31,903
12023,42,805
12023,44,3105
12023,48,2499
12023,51,147
12023,52,511
12023,53,173
12023,54,508
12023,55,86
12023,56,1275
12023,61,153
12023,62,3882
12023,71,58
12023,72,2172
12023,81,512
12027,0,4902
12027,11,108
12027,21,19
12027,22,19
12027,23,233
12027,31,499
12027,42,249
12027,44,916
12027,48,999
12027,51,19
12027,52,187
12027,53,99
12027,54,119
12027,56,90
12027,61,19
12027,62,2499
12027,71,19
12027,72,369
12027,81,185
12029,0,1337
12029,11,90
12029,22,19
12029,23,50
12029,31,417
12029,42,16
12029,44,252
12029,48,37
12029,51,19
12029,52,99
12029,53,6
12029,54,99
12029,56,12
12029,61,19
12029,62,124
12029,71,19
12029,72,164
12029,81,73
12031,0,408297
12031,11,43
12031,21,19
12031,22,955
12031,23,25090
12031,31,21547
12031,42,20176
12031,44,46935
12031,48,26292
12031,51,9869
12031,52,44822
12031,53,7649
12031,54,31472
12031,55,10734
12031,56,40795
12031,61,7967
12031,62,57327
12031,71,5277
12031,72,34206
12031,81,17088
12031,99,99
12033,0,98136
12033,11,99
12033,21,99
12033,22,2499
12033,23,6606
12033,31,3724
12033,42,4218
12033,44,15168
12033,48,2222
12033,51,2376
12033,52,5298
12033,53,1485
12033,54,5949
12033,55,894
12033,56,9328
12033,61,3349
12033,62,18531
12033,71,1640
12033,72,11057
12033,81,4630
12033,99,19
12035,0,16572
12035,11,99
12035,21,19
12035,22,99
12035,23,2432
12035,31,755
12035,42,499
12035,44,3156
12035,48,78
12035,51,249
12035,52,560
12035,53,343
12035,54,443
12035,55,99
12035,56,1992
12035,61,138
12035,62,2065
12035,71,576
12035,72,2637
12035,81,844
12035,99,19
12037,0,1986
12037,11,99
12037,22,19
12037,23,81
12037,31,99
12037,42,76
12037,44,408
12037,48,29
12037,51,99
12037,52,249
12037,53,194
12037,54,42
12037,56,99
12037,61,99
12037,62,101
12037,71,99
12037,72,560
12037,81,113
12039,0,9200
12039,11,19
12039,21,249
12039,22,99
12039,23,613
12039,31,1206
12039,42,580
12039,44,1227
12039,48,81
12039,51,102
12039,52,186
12039,53,99
12039,54,210
12039,56,762
12039,61,85
12039,62,3032
12039,71,57
12039,72,463
12039,81,297
12039,99,19
12041,0,1499
12041,11,75
12041,22,19
12041,23,131
12041,31,197
12041,42,23
12041,44,245
12041,48,19
12041,51,19
12041,52,43
12041,53,99
12041,54,56
12041,56,42
12041,61,19
12041,62,425
12041,71,99
12041,72,120
12041,81,99
12043,0,811
12043,11,19
12043,22,99
12043,23,34
12043,31,118
12043,42,19
12043,44,99
12043,48,19
12043,52,19
12043,53,19
12043,54,19
12043,56,499
12043,61,19
12043,62,99
12043,71,19
12043,72,104
12043,81,19
12045,0,2095
12045,11,99
12045,22,63
12045,23,151
12045,31,249
12045,42,99
12045,44,323
12045,48,2
12045,51,99
12045,52,249
12045,53,99
12045,54,189
12045,55,19
12045,56,73
12045,62,391
12045,71,99
12045,72,215
12045,81,137
12047,0,2566
12047,11,19
12047,21,999
12047,22,19
12047,23,99
12047,31,999
12047,42,99
12047,44,321
12047,48,93
12047,51,19
12047,52,62
12047,53,19
12047,54,99
12047,56,99
12047,61,19
12047,62,177
12047,71,99
12047,72,143
12047,81,65
12049,0,4208
12049,11,104
12049,21,249
12049,22,249
12049,23,50
12049,31,249
12049,42,302
12049,44,708
12049,48,99
12049,51,99
12049,52,224
12049,53,99
12049,54,92
12049,56,108
12049,61,99
12049,62,1407
12049,71,50
12049,72,327
12049,81,176
12049,99,19
12051,0,5673
12051,11,249
12051,21,36
12051,22,99
12051,23,499
12051,31,2499
12051,42,208
12051,44,1162
12051,48,40
12051,51,99
12051,52,271
12051,53,99
12051,54,189
12051,55,99
12051,56,209
12051,61,60
12051,62,787
12051,71,99
12051,72,702
12051,81,203
12051,99,19
12053,0,28374
12053,11,7
12053,21,125
12053,22,249
12053,23,1462
12053,31,966
12053,42,573
12053,44,6724
12053,48,2499
12053,51,249
12053,52,999
12053,53,351
12053,54,1030
12053,55,19
12053,56,1198
12053,61,197
12053,62,6950
12053,71,494
12053,72,4069
12053,81,1628
12053,99,1
12055,0,19112
12055,11,249
12055,21,19
12055,22,107
12055,23,975
12055,31,531
12055,42,433
12055,44,4542
12055,48,275
12055,51,212
12055,52,1126
12055,53,300
12055,54,707
12055,55,51
12055,56,756
12055,61,182
12055,62,4937
12055,71,437
12055,72,2402
12055,81,1014
12055,99,19
12057,0,490900
12057,11,52
12057,21,99
12057,22,4999
12057,23,25401
12057,31,20869
12057,42,30324
12057,44,61720
12057,48,14691
12057,51,18697
12057,52,46027
12057,53,11376
12057,54,43037
12057,55,11903
12057,56,44125
12057,61,10353
12057,62,67647
12057,71,11260
12057,72,48141
12057,81,22430
12057,99,99
12059,0,2030
12059,11,99
12059,21,19
12059,22,19
12059,23,149
12059,31,152
12059,42,77
12059,44,307
12059,48,99
12059,51,19
12059,52,99
12059,53,19
12059,54,139
12059,56,99
12059,62,655
12059,71,19
12059,72,184
12059,81,126
12061,0,37847
12061,11,864
12061,21,19
12061,22,99
12061,23,2493
12061,31,1805
12061,42,1017
12061,44,7628
12061,48,364
12061,51,658
12061,52,1202
12061,53,876
12061,54,1706
12061,55,98
12061,56,2199
12061,61,758
12061,62,8127
12061,71,1970
12061,72,4264
12061,81,1788
12061,99,1
12063,0,8982
12063,11,36
12063,21,99
12063,22,150
12063,23,653
12063,31,456
12063,42,164
12063,44,1937
12063,48,499
12063,51,132
12063,52,350
12063,53,82
12063,54,229
12063,55,19
12063,56,999
12063,61,249
12063,62,1795
12063,71,79
12063,72,1069
12063,81,558
12065,0,1789
12065,11,99
12065,21,19
12065,22,99
12065,23,125
12065,31,88
12065,42,99
12065,44,349
12065,48,47
12065,51,19
12065,52,249
12065,53,19
12065,54,99
12065,55,19
12065,56,9
12065,61,99
12065,62,412
12065,71,249
12065,72,175
12065,81,88
12067,0,753
12067,11,99
12067,21,19
12067,23,43
12067,31,99
12067,42,99
12067,44,156
12067,48,99
12067,51,19
12067,52,99
12067,53,19
12067,54,99
12067,61,19
12067,62,249
12067,72,34
12067,81,56
12069,0,66820
12069,11,99
12069,21,132
12069,22,197
12069,23,4960
12069,31,3037
12069,42,1503
12069,44,13891
12069,48,2066
12069,51,2033
12069,52,1911
12069,53,1379
12069,54,2509
12069,55,499
12069,56,4143
12069,61,1107
12069,62,14167
12069,71,953
12069,72,8604
12069,81,3858
12069,99,6
12071,0,169998
12071,11,99
12071,21,249
12071,22,999
12071,23,15422
12071,31,4164
12071,42,5712
12071,44,33374
12071,48,2989
12071,51,5193
12071,52,5935
12071,53,4745
12071,54,9199
12071,55,2620
12071,56,14462
12071,61,2425
12071,62,26724
12071,71,5728
12071,72,22300
12071,81,7835
12071,99,27
12073,0,90997
12073,11,52
12073,22,249
12073,23,5647
12073,31,1893
12073,42,2287
12073,44,15632
12073,48,1063
12073,51,3402
12073,52,5007
12073,53,2041
12073,54,10158
12073,55,581
12073,56,4351
12073,61,1484
12073,62,15588
12073,71,1231
12073,72,13395
12073,81,7060
12073,99,6
12075,0,5456
12075,11,187
12075,21,19
12075,22,99
12075,23,510
12075,31,499
12075,42,113
12075,44,1510
12075,48,119
12075,51,99
12075,52,332
12075,53,96
12075,54,200
12075,55,99
12075,56,153
12075,61,99
12075,62,573
12075,71,88
12075,72,663
12075,81,249
12075,99,19
12077,0,775
12077,11,101
12077,21,19
12077,22,19
12077,23,19
12077,31,499
12077,42,19
12077,44,80
12077,48,19
12077,51,19
12077,52,23
12077,54,19
12077,55,19
12077,56,19
12077,62,116
12077,72,99
12077,81,99
12079,0,2819
12079,11,79
12079,22,99
12079,23,82
12079,31,499
12079,42,78
12079,44,572
12079,48,113
12079,51,99
12079,52,75
12079,53,99
12079,54,82
12079,55,19
12079,56,10
12079,61,99
12079,62,678
12079,71,19
12079,72,320
12079,81,144
12081,0,81154
12081,11,2031
12081,21,249
12081,22,249
12081,23,4825
12081,31,8065
12081,42,2909
12081,44,15566
12081,48,1776
12081,51,923
12081,52,2733
12081,53,2371
12081,54,3227
12081,55,4999
12081,56,3907
12081,61,1582
12081,62,13487
12081,71,1652
12081,72,8709
12081,81,3506
12081,99,19
12083,0,76897
12083,11,364
12083,21,193
12083,22,214
12083,23,5188
12083,31,6235
12083,42,3929
12083,44,15166
12083,48,2445
12083,51,1359
12083,52,4685
12083,53,1361
12083,54,3757
12083,55,445
12083,56,4010
12083,61,697
12083,62,14071
12083,71,1542
12083,72,7741
12083,81,3481
12083,99,19
12085,0,48466
12085,11,99
12085,21,19
12085,22,249
12085,23,3175
12085,31,2444
12085,42,1007
12085,44,8872
12085,48,864
12085,51,1029
12085,52,1930
12085,53,1414
12085,54,3031
12085,55,499
12085,56,4188
12085,61,441
12085,62,8543
12085,71,2338
12085,72,5691
12085,81,2826
12085,99,0
12086,0,808269
12086,11,261
12086,21,540
12086,22,9999
12086,23,30851
12086,31,34388
12086,42,64216
12086,44,112584
12086,48,49351
12086,51,20373
12086,52,41778
12086,53,19030
12086,54,58408
12086,55,14437
12086,56,65951
12086,61,28595
12086,62,122417
12086,71,11469
12086,72,93358
12086,81,34771
12086,99,99
12087,0,25940
12087,11,29
12087,21,19
12087,22,249
12087,23,1403
12087,31,177
12087,42,454
12087,44,5118
12087,48,796
12087,51,440
12087,52,839
12087,53,726
12087,54,1098
12087,55,108
12087,56,1029
12087,61,147
12087,62,2171
12087,71,1060
12087,72,9006
12087,81,1205
12087,99,19
12089,0,14525
12089,11,549
12089,21,19
12089,22,99
12089,23,770
12089,31,1109
12089,42,339
12089,44,2783
12089,48,226
12089,51,104
12089,52,402
12089,53,252
12089,54,439
12089,55,249
12089,56,390
12089,61,120
12089,62,2137
12089,71,309
12089,72,3591
12089,81,764
12089,99,19
12091,0,57415
12091,11,99
12091,21,19
12091,22,228
12091,23,3065
12091,31,3419
12091,42,615
12091,44,11194
12091,48,1567
12091,51,1155
12091,52,2857
12091,53,1251
12091,54,6196
12091,55,506
12091,56,2504
12091,61,496
12091,62,8337
12091,71,703
12091,72,9982
12091,81,3306
12091,99,14
12093,0,6762
12093,11,99
12093,21,19
12093,22,99
12093,23,443
12093,31,215
12093,42,225
12093,44,1602
12093,48,153
12093,51,73
12093,52,249
12093,53,98
12093,54,220
12093,55,99
12093,56,499
12093,61,99
12093,62,1447
12093,71,249
12093,72,899
12093,81,372
12093,99,19
12095,0,592186
12095,11,662
12095,21,31
12095,22,461
12095,23,26242
12095,31,26616
12095,42,25942
12095,44,67297
12095,48,23194
12095,51,16438
12095,52,21427
12095,53,29245
12095,54,48540
12095,55,28506
12095,56,46574
12095,61,11155
12095,62,62583
12095,71,36843
12095,72,86790
12095,81,33597
12095,99,41
12097,0,60610
12097,11,99
12097,22,66
12097,23,3321
12097,31,1660
12097,42,2499
12097,44,11862
12097,48,1092
12097,51,689
12097,52,1243
12097,53,4505
12097,54,1452
12097,55,43
12097,56,2948
12097,61,653
12097,62,8986
12097,71,4399
12097,72,13694
12097,81,2151
12097,99,8
12099,0,436599
12099,11,773
12099,21,134
12099,22,4999
12099,23,25002
12099,31,11166
12099,42,17978
12099,44,67312
12099,48,8573
12099,51,13876
12099,52,21459
12099,53,11450
12099,54,31794
12099,55,12035
12099,56,37837
12099,61,10771
12099,62,68957
12099,71,15780
12099,72,55527
12099,81,23184
12099,99,92
12101,0,77194
12101,11,63
12101,21,99
12101,22,791
12101,23,5236
12101,31,2737
12101,42,1771
12101,44,19055
12101,48,791
12101,51,849
12101,52,2502
12101,53,1252
12101,54,3157
12101,55,185
12101,56,4819
12101,61,2297
12101,62,15762
12101,71,1505
12101,72,10074
12101,81,4265
12101,99,19
12103,0,354914
12103,11,249
12103,21,19
12103,22,2499
12103,23,16366
12103,31,28686
12103,42,13678
12103,44,46406
12103,48,4133
12103,51,10711
12103,52,23001
12103,53,7602
12103,54,28510
12103,55,7733
12103,56,28639
12103,61,7269
12103,62,71836
12103,71,6521
12103,72,35689
12103,81,16735
12103,99,99
12105,0,163343
12105,11,868
12105,21,2499
12105,22,499
12105,23,9762
12105,31,15410
12105,42,9630
12105,44,23993
12105,48,11360
12105,51,1740
12105,52,11169
12105,53,3340
12105,54,7164
12105,55,5482
12105,56,9089
12105,61,3776
12105,62,25371
12105,71,2144
12105,72,14484
12105,81,7022
12105,99,19
12107,0,13563
12107,11,82
12107,21,99
12107,22,390
12107,23,721
12107,31,2499
12107,42,156
12107,44,2711
12107,48,234
12107,51,169
12107,52,442
12107,53,155
12107,54,316
12107,55,99
12107,56,1110
12107,61,99
12107,62,2658
12107,71,41
12107,72,1178
12107,81,731
12107,99,19
12109,0,44374
12109,11,99
12109,21,99
12109,22,99
12109,23,2153
12109,31,1224
12109,42,2053
12109,44,8528
12109,48,521
12109,51,420
12109,52,1803
12109,53,1046
12109,54,2239
12109,55,427
12109,56,1845
12109,61,1577
12109,62,6644
12109,71,1897
12109,72,8641
12109,81,3232
12109,99,19
12111,0,51912
12111,11,995
12111,21,63
12111,22,999
12111,23,3443
12111,31,2408
12111,42,1588
12111,44,12985
12111,48,1458
12111,51,902
12111,52,1551
12111,53,826
12111,54,1985
12111,55,183
12111,56,2816
12111,61,776
12111,62,9244
12111,71,1239
12111,72,5966
12111,81,2564
12111,99,1
12113,0,20786
12113,11,99
12113,21,249
12113,22,307
12113,23,1843
12113,31,391
12113,42,454
12113,44,4597
12113,48,397
12113,51,999
12113,52,602
12113,53,371
12113,54,1442
12113,55,135
12113,56,1223
12113,61,230
12113,62,3211
12113,71,360
12113,72,2983
12113,81,1356
12113,99,0
12115,0,121767
12115,11,36
12115,21,52
12115,22,999
12115,23,8001
12115,31,4922
12115,42,3674
12115,44,21154
12115,48,1298
12115,51,2767
12115,52,5832
12115,53,2782
12115,54,8729
12115,55,814
12115,56,8692
12115,61,2043
12115,62,24256
12115,71,3942
12115,72,15066
12115,81,7128
12115,99,19
12117,0,148232
12117,11,99
12117,21,9
12117,22,825
12117,23,14312
12117,31,6282
12117,42,6553
12117,44,24199
12117,48,2023
12117,51,6463
12117,52,12655
12117,53,3303
12117,54,11404
12117,55,1525
12117,56,14278
12117,61,2767
12117,62,16184
12117,71,2354
12117,72,15289
12117,81,7772
12117,99,10
12119,0,14695
12119,11,117
12119,21,80
12119,22,499
12119,23,3044
12119,31,751
12119,42,326
12119,44,2949
12119,48,316
12119,51,19
12119,52,322
12119,53,141
12119,54,343
12119,55,19
12119,56,1117
12119,61,499
12119,62,1643
12119,71,99
12119,72,2224
12119,81,413
12119,99,19
12121,0,8352
12121,11,282
12121,21,99
12121,22,155
12121,23,395
12121,31,1949
12121,42,324
12121,44,1469
12121,48,125
12121,51,99
12121,52,249
12121,53,249
12121,54,259
12121,55,249
12121,56,209
12121,61,99
12121,62,1491
12121,71,99
12121,72,763
12121,81,327
12121,99,19
12123,0,4935
12123,11,214
12123,21,99
12123,22,19
